DISTRICT,ORG CODE,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL
Plympton,02400000,0,34,25,37,31,36,34,33,0,0,0,0,0,0,0,230
Prospect Hill Academy Charter (District),04870000,0,88,89,89,92,97,98,96,96,98,106,81,55,58,0,"1,143"
Provincetown,02420000,20,8,10,7,11,8,11,4,3,0,0,0,10,5,0,97
Quabbin,07530000,87,170,179,180,191,209,191,219,214,244,208,204,199,222,0,"2,717"
Quaboag Regional,07780000,65,90,109,98,119,95,124,121,107,102,94,92,94,72,0,"1,382"
Quincy,02430000,267,787,746,729,694,612,699,647,615,644,696,691,759,649,1,"9,236"
Ralph C Mahar,07550000,0,0,0,0,0,0,0,0,125,155,150,126,148,129,2,835
Randolph,02440000,67,209,205,209,253,246,222,263,249,251,196,215,152,202,8,"2,947"
Reading,02460000,100,319,362,315,356,347,366,311,390,349,312,327,326,297,0,"4,477"
Revere,02480000,173,493,554,530,565,527,535,515,501,455,456,422,425,350,18,"6,519"
Richmond,02490000,16,20,12,16,19,23,16,11,25,23,0,0,0,0,0,181
Rising Tide Charter Public (District),04830000,0,0,0,0,0,0,85,84,85,84,47,0,0,0,0,385
River Valley Charter (District),04820000,0,33,33,33,33,33,33,32,33,25,0,0,0,0,0,288
Rochester,02500000,25,58,53,71,79,76,93,81,0,0,0,0,0,0,0,536
Rockland,02510000,84,139,169,172,158,187,166,196,180,175,147,141,141,152,5,"2,212"
Rockport,02520000,9,60,59,64,66,77,64,68,82,82,78,73,72,70,0,924
Rowe,02530000,8,7,7,9,13,7,10,8,0,0,0,0,0,0,0,69
Roxbury Preparatory Charter (District),04840000,0,0,0,0,0,0,0,81,88,75,0,0,0,0,0,244
Sabis International Charter (District),04410000,0,100,81,120,128,126,160,132,133,128,131,115,105,115,0,"1,574"
Salem,02580000,109,370,399,360,391,415,368,314,280,321,370,325,275,253,9,"4,559"
Salem Academy Charter (District),04850000,0,0,0,0,0,0,0,55,56,54,50,42,22,29,0,308
Salem Community Charter School (District),04670000,0,0,0,0,0,0,0,0,0,0,3,10,20,13,0,46
Sandwich,02610000,59,212,245,222,235,274,263,267,274,267,230,208,280,260,0,"3,296"
Saugus,02620000,108,179,219,240,224,228,246,209,242,229,182,175,186,164,2,"2,833"
Savoy,02630000,10,2,5,6,2,11,4,0,0,0,0,0,0,0,0,40
Scituate,02640000,75,239,201,256,305,257,284,275,276,248,229,190,210,227,3,"3,275"
Seekonk,02650000,34,114,151,141,153,181,168,167,165,182,155,191,153,177,0,"2,132"
Seven Hills Charter Public (District),04860000,0,89,86,82,80,73,67,68,61,58,0,0,0,0,0,664
Sharon,02660000,43,195,198,261,224,230,269,240,248,305,251,310,313,277,0,"3,364"
Shawsheen Valley Regional Vocational Technical,08710000,0,0,0,0,0,0,0,0,0,0,350,348,326,322,0,"1,346"
Sherborn,02690000,15,48,60,59,67,79,68,0,0,0,0,0,0,0,0,396
Shrewsbury,02710000,243,341,429,457,464,516,485,476,462,443,414,414,413,390,0,"5,947"
Shutesbury,02720000,17,22,12,20,23,15,15,26,0,0,0,0,0,0,0,150
Silver Hill Horace Mann Charter (District),04770000,0,96,98,95,111,95,86,0,0,0,0,0,0,0,0,581
Silver Lake,07600000,69,0,0,0,0,0,0,3,298,311,306,307,321,279,0,"1,894"
Smith Leadership Academy Charter Public (District),04190000,0,0,0,0,0,0,0,70,83,49,0,0,0,0,0,202
Somerset,02730000,84,201,197,191,185,198,200,180,202,207,0,0,0,0,0,"1,845"
Somerset Berkley Regional School District,07630000,0,0,0,0,0,0,0,0,0,0,233,255,255,222,0,965
Somerville,02740000,253,456,357,396,370,390,361,279,329,304,382,341,311,344,4,"4,877"
South Hadley,02780000,60,126,142,130,137,156,154,143,155,156,154,158,156,164,8,"1,999"
South Middlesex Regional Vocational Technical,08290000,0,0,0,0,0,0,0,0,0,0,161,179,188,142,0,670
South Shore Charter Public (District),04880000,0,44,44,44,42,46,47,43,45,43,42,37,33,29,0,539
South Shore Regional Vocational Technical,08730000,0,0,0,0,0,0,0,0,0,0,168,150,145,145,0,608
Southampton,02750000,37,66,59,78,69,79,77,79,0,0,0,0,0,0,0,544
Southborough,02760000,37,130,119,160,150,157,183,186,164,160,0,0,0,0,0,"1,446"
Southbridge,02770000,86,195,191,185,198,189,187,188,165,180,135,112,103,91,0,"2,205"
Southeastern Regional Vocational Technical,08720000,0,0,0,0,0,0,0,0,0,0,329,317,297,299,0,"1,242"
Southern Berkshire,07650000,15,85,67,60,50,63,50,58,51,68,70,54,48,71,0,810
Southern Worcester County Regional Vocational Technical,08760000,0,0,0,0,0,0,0,0,0,0,307,273,252,241,0,"1,073"
Southwick-Tolland,07660000,41,84,109,102,113,124,125,133,133,159,130,128,140,141,2,"1,664"
Spencer-E Brookfield,07670000,107,164,176,132,126,142,170,157,173,159,146,110,120,92,3,"1,977"
Spirit of Knowledge Charter School (District),04760000,0,0,0,0,0,0,0,0,51,48,28,31,0,0,0,158
Springfield,02810000,"1,074","2,034","2,126","1,994","1,917","1,863","1,929","1,894","1,804","1,779","2,360","1,679","1,509","1,146",77,"25,185"
Stoneham,02840000,112,155,168,160,190,213,190,185,203,182,172,191,175,170,1,"2,467"
Stoughton,02850000,127,292,260,255,292,298,329,297,299,298,300,246,273,253,0,"3,819"
Sturbridge,02870000,75,123,116,142,127,125,113,132,0,0,0,0,0,0,0,953
Sturgis Charter Public (District),04890000,0,0,0,0,0,0,0,0,0,0,216,215,104,95,0,630
Sudbury,02880000,64,259,316,326,346,333,357,329,394,353,0,0,0,0,0,"3,077"
Sunderland,02890000,20,27,25,18,26,17,21,18,0,0,0,0,0,0,0,172
Sutton,02900000,44,104,125,124,118,122,163,141,130,133,114,93,100,83,0,"1,594"
Swampscott,02910000,64,145,161,168,171,141,163,158,192,173,153,197,205,183,3,"2,277"
Swansea,02920000,39,158,141,152,150,161,166,159,157,164,164,152,126,145,0,"2,034"
Tantasqua,07700000,0,0,0,0,0,0,0,0,320,282,295,297,299,285,4,"1,782"
Taunton,02930000,286,663,619,700,627,648,627,595,645,620,487,450,408,406,7,"7,788"
Tewksbury,02950000,108,267,290,323,301,327,337,352,372,366,238,209,212,246,4,"3,952"
Tisbury,02960000,4,36,37,37,34,35,41,35,32,34,0,0,0,0,0,325
Topsfield,02980000,41,64,83,88,84,81,79,97,0,0,0,0,0,0,0,617
Tri County Regional Vocational Technical,08780000,0,0,0,0,0,0,0,0,0,0,278,268,244,216,0,"1,006"
Triton,07730000,157,200,229,225,212,265,238,226,224,219,205,195,177,194,0,"2,966"
Truro,03000000,22,19,21,17,21,24,21,11,0,0,0,0,0,0,0,156
Tyngsborough,03010000,80,111,149,136,126,161,144,146,157,180,141,114,128,121,0,"1,894"
UP Academy Charter School of Boston (District),04800000,0,0,0,0,0,0,0,164,159,153,0,0,0,0,0,476
Up-Island Regional,07740000,4,39,49,35,18,42,31,41,34,33,0,0,0,0,0,326
Upper Cape Cod Regional Vocational Technical,08790000,0,0,0,0,0,0,0,0,0,0,170,163,166,147,0,646
Uxbridge,03040000,97,128,137,116,167,151,159,169,162,172,116,106,121,108,6,"1,915"
Wachusett,07750000,135,510,553,542,617,569,628,602,590,641,519,519,536,500,8,"7,469"
Wakefield,03050000,48,216,241,270,281,286,245,290,250,265,267,222,248,236,0,"3,365"
Wales,03060000,23,23,16,20,22,19,15,19,0,0,0,0,0,0,0,157
Walpole,03070000,66,307,307,318,303,320,337,307,326,305,307,287,271,245,9,"4,015"
Waltham,03080000,165,466,408,408,384,375,345,353,385,335,339,345,361,325,0,"4,994"
Ware,03090000,61,104,90,94,112,102,98,101,105,99,67,85,56,81,4,"1,259"
Wareham,03100000,103,223,217,248,219,234,221,228,236,239,219,202,195,209,3,"2,996"
Watertown,03140000,133,233,229,175,222,172,184,193,174,197,187,198,191,171,0,"2,659"
Wayland,03150000,13,178,177,176,220,212,214,209,196,233,212,199,226,219,0,"2,684"
Webster,03160000,68,135,134,143,140,133,150,140,147,146,142,123,112,121,0,"1,834"
Wellesley,03170000,105,353,381,362,437,413,406,410,382,384,346,371,298,338,0,"4,986"
Wellfleet,03180000,22,10,18,28,24,19,17,0,0,0,0,0,0,0,0,138
West Boylston,03220000,27,54,74,85,71,73,72,71,89,66,69,69,68,79,0,967
West Bridgewater,03230000,24,73,76,96,89,90,114,99,107,110,108,109,86,82,0,"1,263"
West Springfield,03320000,84,281,293,260,284,276,281,285,302,303,348,276,296,286,13,"3,868"
Westborough,03210000,89,241,229,272,288,262,277,272,252,253,300,274,254,236,1,"3,500"
Westfield,03250000,168,412,383,411,405,438,394,460,428,427,493,546,495,453,9,"5,922"
Westford,03260000,97,285,409,330,412,407,436,402,412,417,428,416,430,405,0,"5,286"
Westhampton,03270000,20,16,12,23,21,14,19,12,0,0,0,0,0,0,0,137
Weston,03300000,55,137,143,155,187,166,205,157,190,209,193,209,177,176,2,"2,361"
Westport,03310000,84,152,117,121,133,138,153,109,138,143,95,135,121,98,0,"1,737"
Westwood,03350000,46,225,226,250,274,243,268,263,262,225,257,218,222,225,0,"3,204"
Weymouth,03360000,263,449,543,528,486,494,503,524,527,535,559,504,502,500,8,"6,925"
Whately,03370000,10,15,18,18,13,20,21,13,0,0,0,0,0,0,0,128
Whitman-Hanson,07800000,112,292,324,339,343,328,331,362,332,365,270,316,290,309,7,"4,320"
Whittier Regional Vocational Technical,08850000,0,0,0,0,0,0,0,0,0,0,316,312,288,322,0,"1,238"
Williamsburg,03400000,13,25,25,18,25,21,13,16,0,0,0,0,0,0,0,156
Williamstown,03410000,29,65,48,46,56,57,59,56,0,0,0,0,0,0,0,416
Wilmington,03420000,65,268,262,312,295,269,287,297,311,289,257,228,246,234,0,"3,620"
Winchendon,03430000,84,101,102,99,122,126,131,119,120,123,89,97,87,79,0,"1,479"
Winchester,03440000,99,331,378,351,372,351,337,374,316,357,284,275,274,258,0,"4,357"
Winthrop,03460000,43,166,138,138,162,155,163,141,149,170,131,134,124,108,13,"1,935"
Woburn,03470000,141,370,354,404,343,350,388,364,356,384,320,341,344,296,0,"4,755"
Worcester,03480000,"1,624","2,145","2,004","1,831","1,797","1,776","1,683","1,815","1,555","1,530","1,896","1,626","1,624","1,505",0,"24,411"
Wrentham,03500000,108,141,142,163,154,168,155,163,0,0,0,0,0,0,0,"1,194"
State Total,00000000,"28,116","67,956","69,906","70,561","70,826","70,404","71,355","71,483","71,950","72,758","76,690","72,220","70,685","67,460",999,"953,369"
