DISTRICT,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
ROCKLAND,02510000,19,67,235,246,193,252,211,237,226,206,194,172,172,135,150,0,0,"2,715"
ROCKPORT,02520000,87,0,90,69,68,67,102,80,99,105,86,75,75,51,37,0,0,"1,091"
ROWE,02530000,0,6,8,7,8,5,2,10,5,1,0,0,0,0,0,0,0,52
SABIS INTERNATIONAL,04410000,12,0,60,60,73,71,80,57,76,59,52,0,0,0,0,0,0,600
SALEM,02580000,49,171,493,474,488,399,410,373,334,317,300,396,216,259,214,9,0,"4,902"
SANDWICH,02610000,5,39,294,327,342,309,298,312,309,255,304,243,237,232,196,0,0,"3,702"
SAUGUS,02620000,6,38,254,247,251,271,284,250,273,255,288,253,203,224,190,0,0,"3,287"
SAVOY,02630000,0,13,7,9,6,9,11,10,0,0,0,0,0,0,0,0,0,65
SCITUATE,02640000,22,43,224,285,238,248,274,216,240,232,219,176,154,164,143,0,0,"2,878"
SEEKONK,02650000,0,15,127,175,178,193,182,190,195,182,196,166,139,150,147,0,0,"2,235"
SEVEN HILLS CHARTER SCH,04860000,0,0,80,82,56,84,56,81,27,55,0,0,0,0,0,0,0,521
SHARON,02660000,0,0,222,268,247,254,281,273,249,246,248,256,205,176,191,0,0,"3,116"
SHAWSHEEN VALLEY VOC TECH,08710000,0,0,0,0,0,0,0,0,0,0,0,308,330,291,263,0,0,"1,192"
SHERBORN,02690000,0,0,70,80,80,68,85,74,0,0,0,0,0,0,0,0,0,457
SHIRLEY,02700000,0,32,86,81,74,69,91,85,65,51,55,0,0,0,0,0,0,689
SHREWSBURY,02710000,9,76,342,381,375,340,341,323,321,288,252,243,255,254,249,0,0,"4,049"
SHUTESBURY,02720000,0,17,22,29,32,36,29,27,39,0,0,0,0,0,0,0,0,231
SILVER LAKE,07600000,0,0,0,0,0,0,0,0,0,492,484,438,431,416,346,8,0,"2,615"
SO MIDDLESEX VOC TECH REG,08290000,0,0,0,0,0,0,0,0,0,0,0,179,184,181,177,81,0,802
SOMERSET,02730000,0,80,182,186,180,221,185,228,230,196,202,265,285,260,216,0,0,"2,916"
SOMERVILLE,02740000,595,217,415,524,399,401,442,433,410,414,435,644,479,411,395,0,0,"6,614"
SOMERVILLE CHARTER SCHOOL,04870000,0,0,79,60,48,51,52,54,57,25,24,0,0,0,0,0,0,450
SOUTH HADLEY,02780000,0,60,163,180,176,185,201,205,198,210,178,146,155,152,155,0,0,"2,364"
SOUTH SHORE CHARTER SCH,04880000,0,0,35,37,37,18,23,28,25,33,29,30,23,13,10,0,0,341
SOUTH SHORE REG VOC TECH,08730000,0,0,0,0,0,0,0,0,0,0,0,149,144,134,114,0,0,541
SOUTHAMPTON,02750000,0,22,66,74,82,77,66,54,66,0,0,0,0,0,0,0,0,507
SOUTHBOROUGH,02760000,0,0,148,142,138,132,137,113,99,116,94,0,0,0,0,0,0,"1,119"
SOUTHBRIDGE,02770000,0,0,257,238,254,238,217,227,230,232,208,157,129,126,98,0,0,"2,611"
SOUTHEASTERN REG VOC TECH,08720000,0,0,0,0,0,0,0,0,0,0,0,329,298,280,247,140,0,"1,294"
SOUTHERN BERKSHIRE,07650000,0,36,129,75,84,66,88,98,78,87,97,86,69,54,72,0,0,"1,119"
SOUTHERN WORCESTER CTY VT,08760000,0,0,0,0,0,0,0,0,0,0,0,295,257,231,220,8,2,"1,013"
SOUTHWICK-TOLLAND,07660000,0,26,146,131,145,147,123,143,174,146,147,161,139,126,158,0,0,"1,912"
SPENCER-E BROOKFIELD,07670000,2,82,185,195,184,153,156,181,188,180,172,145,153,151,153,0,0,"2,280"
SPRINGFIELD,02810000,"1,368",663,"1,875","2,193","1,996","1,961","1,740","1,495","1,760","1,802","1,585","2,216","1,641","1,228",899,0,0,"24,410"
STONEHAM,02840000,0,72,211,227,249,227,207,204,210,187,197,201,184,208,194,0,0,"2,778"
STOUGHTON,02850000,26,64,364,362,341,350,338,326,327,301,328,312,221,264,224,0,0,"4,148"
STURBRIDGE,02870000,0,39,98,119,114,124,135,124,109,0,0,0,0,0,0,0,0,862
SUDBURY,02880000,0,27,278,312,308,292,304,259,253,237,244,0,0,0,0,0,0,"2,514"
SUNDERLAND,02890000,0,24,37,49,34,29,32,30,21,0,0,0,0,0,0,0,0,256
SUTTON,02900000,7,47,129,129,133,115,133,119,117,97,108,76,72,81,69,0,0,"1,432"
SWAMPSCOTT,02910000,20,0,185,161,174,178,161,197,173,223,186,188,188,180,169,0,0,"2,383"
SWANSEA,02920000,9,31,149,173,184,155,196,172,204,173,204,179,155,173,164,0,0,"2,321"
TANTASQUA,07700000,0,0,0,0,0,0,0,0,0,300,277,254,255,262,180,6,0,"1,534"
TAUNTON,02930000,23,194,679,727,721,640,600,596,624,594,627,463,420,412,296,0,0,"7,616"
TEWKSBURY,02950000,82,0,345,416,386,342,338,362,311,278,269,218,209,210,196,0,0,"3,962"
TISBURY,02960000,0,20,29,45,39,53,44,44,49,55,43,0,0,0,0,0,0,421
TOPSFIELD,02980000,0,0,106,83,91,94,85,79,98,0,0,0,0,0,0,0,0,636
TRI COUNTY,08780000,0,0,0,0,0,0,0,0,0,0,0,209,213,201,171,0,0,794
TRITON,07730000,12,152,300,291,329,266,295,274,263,244,236,217,188,158,173,0,0,"3,398"
TRURO,03000000,0,19,16,15,25,27,16,24,25,0,0,0,0,0,0,0,0,167
TYNGSBOROUGH,03010000,0,86,130,187,150,165,167,151,148,157,131,123,115,108,89,0,0,"1,907"
UP-ISLAND REGIONAL,07740000,0,4,47,52,53,58,51,54,55,57,47,0,0,0,0,0,0,478
UPPER CAPE COD VOC TECH,08790000,0,0,0,0,0,0,0,0,0,0,0,139,134,119,72,30,0,494
UXBRIDGE,03040000,0,135,185,193,174,188,164,152,157,173,141,129,123,130,117,0,0,"2,161"
WACHUSETT,07750000,0,80,509,560,593,531,545,531,521,501,467,381,379,407,360,0,0,"6,365"
WAKEFIELD,03050000,39,0,255,279,282,245,290,276,272,262,261,260,240,231,236,0,0,"3,428"
WALES,03060000,0,36,17,27,31,27,22,26,21,0,0,0,0,0,0,0,0,207
WALPOLE,03070000,0,0,303,341,327,309,325,280,292,276,266,240,184,223,229,0,0,"3,595"
WALTHAM,03080000,4,94,414,441,406,390,411,391,419,396,382,413,384,363,336,2,0,"5,246"
WARE,03090000,0,34,99,125,111,124,106,98,89,115,103,104,71,56,50,0,0,"1,285"
WAREHAM,03100000,21,25,244,321,311,319,305,317,278,291,282,243,207,182,154,0,0,"3,500"
WATERTOWN,03140000,8,57,167,252,220,202,210,221,244,187,185,181,182,148,148,0,0,"2,612"
WAYLAND,03150000,0,0,242,228,228,229,200,217,207,202,185,182,153,175,132,0,0,"2,580"
WEBSTER,03160000,12,82,164,173,189,170,167,155,161,159,128,159,128,115,128,0,0,"2,090"
WELLESLEY,03170000,0,0,344,291,339,316,311,270,290,235,241,250,175,203,172,0,0,"3,437"
WELLFLEET,03180000,0,1,23,26,28,27,36,35,0,0,0,0,0,0,0,0,0,176
WEST BOYLSTON,03220000,0,0,95,89,91,92,77,103,80,93,71,76,80,48,64,0,0,"1,059"
WEST BRIDGEWATER,03230000,0,0,81,88,90,70,85,86,88,78,92,75,65,59,59,0,0,"1,016"
WEST SPRINGFIELD,03320000,3,77,264,347,342,286,295,292,272,319,332,335,320,274,226,1,0,"3,985"
WESTBOROUGH,03210000,10,25,255,290,270,276,251,236,245,212,217,208,206,164,150,0,0,"3,015"
WESTFIELD,03250000,0,158,464,517,505,545,475,474,477,548,476,529,509,457,408,0,0,"6,542"
WESTFORD,03260000,42,34,323,351,326,322,275,306,311,270,246,267,249,230,200,0,0,"3,752"
WESTHAMPTON,03270000,0,15,19,20,27,23,23,25,25,0,0,0,0,0,0,0,0,177
WESTON,03300000,0,0,158,160,173,165,174,185,130,130,140,136,120,97,98,0,0,"1,866"
WESTPORT,03310000,7,48,110,149,150,139,146,147,155,141,153,126,137,106,94,0,0,"1,808"
WESTWOOD,03350000,0,62,206,208,204,196,200,193,192,151,149,132,130,119,111,0,0,"2,253"
WEYMOUTH,03360000,41,178,518,615,541,510,492,531,487,505,514,448,486,410,384,13,0,"6,673"
WHATELY,03370000,0,12,17,18,16,18,21,15,14,0,0,0,0,0,0,0,0,131
WHITMAN-HANSON,07800000,0,119,334,351,388,346,360,344,330,379,335,276,222,261,244,0,0,"4,289"
WHITTIER VOC,08850000,0,0,0,0,0,0,0,0,0,0,0,342,327,290,225,0,0,"1,184"
WILLIAMSBURG,03400000,0,24,31,25,28,33,34,38,40,0,0,0,0,0,0,0,0,253
WILLIAMSTOWN,03410000,0,40,64,78,69,87,89,78,84,0,0,0,0,0,0,0,0,589
WILMINGTON,03420000,49,62,295,309,292,309,304,273,290,249,238,181,186,157,160,0,0,"3,354"
WINCHENDON,03430000,0,58,157,155,167,163,145,149,172,183,156,146,91,80,60,0,0,"1,882"
WINCHESTER,03440000,0,47,246,314,274,256,226,253,239,254,231,193,209,196,188,0,0,"3,126"
WINTHROP,03460000,7,56,169,182,196,199,179,176,178,161,149,178,150,162,134,0,0,"2,276"
WOBURN,03470000,14,72,368,466,398,375,399,394,381,369,358,260,271,277,274,0,0,"4,676"
WORCESTER,03480000,0,739,"2,383","2,415","2,283","2,048","1,965","1,907","1,868","1,721","1,645","1,414","1,268","1,089",983,0,0,"23,728"
WORCESTER TRADE COMPLEX,04080000,0,0,0,0,0,0,0,0,0,0,0,324,208,193,154,260,78,"1,217"
WRENTHAM,03500000,7,50,143,175,142,176,138,159,117,0,0,0,0,0,0,0,0,"1,107"
State Totals,00000000,"6,239","15,695","76,546","81,348","77,953","75,468","73,659","72,121","71,768","69,867","67,029","70,811","64,182","58,643","52,569","1,522",203,"935,623"
