DISTRICT,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
Sabis International Charter,04410000,0,0,69,72,77,76,83,89,93,92,89,41,51,0,0,0,0,832
Salem,02580000,3,175,460,493,456,444,487,387,384,356,349,369,293,251,203,0,0,"5,110"
Sandwich,02610000,0,71,272,307,323,349,351,335,322,342,306,221,258,241,220,0,0,"3,918"
Saugus,02620000,0,62,259,283,300,240,260,279,289,247,276,234,249,235,165,0,0,"3,378"
Savoy,02630000,0,12,5,10,8,8,6,10,0,0,0,0,0,0,0,0,0,59
Scituate,02640000,10,49,253,267,253,290,237,255,276,219,237,203,183,180,151,0,0,"3,063"
Seekonk,02650000,0,15,137,150,156,178,180,196,180,204,183,139,159,173,137,0,0,"2,187"
Seven Hills Charter,04860000,0,0,56,56,84,83,84,83,57,82,77,0,0,0,0,0,0,662
Sharon,02660000,0,0,221,251,250,275,267,268,285,272,253,255,244,252,200,0,0,"3,293"
Shawsheen Valley Voc Tech,08710000,0,0,0,0,0,0,0,0,0,0,0,310,293,269,254,0,0,"1,126"
Sherborn,02690000,0,0,59,74,84,81,90,67,0,0,0,0,0,0,0,0,0,455
Shirley,02700000,0,59,108,83,80,79,74,72,93,78,65,0,0,0,0,0,0,791
Shrewsbury,02710000,4,134,403,381,365,408,395,354,356,328,338,241,198,226,254,0,0,"4,385"
Shutesbury,02720000,1,31,9,23,25,32,36,30,33,0,0,0,0,0,0,0,0,220
Silver Lake,07600000,0,0,0,0,0,0,0,0,0,562,537,465,449,413,384,0,0,"2,810"
So Middlesex Voc Tech Reg,08290000,0,0,0,0,0,0,0,0,0,0,0,204,212,147,167,50,0,780
So.Boston Harbor Academy Charter,04490000,0,0,0,0,0,0,0,40,41,39,0,0,0,0,0,0,0,120
Somerset,02730000,0,76,141,147,190,205,200,225,199,240,239,215,232,266,252,0,0,"2,827"
Somerville,02740000,564,220,486,428,400,386,382,403,424,467,409,606,459,459,344,0,0,"6,437"
South Hadley,02780000,0,55,143,175,189,195,183,193,202,198,190,195,159,133,144,0,0,"2,354"
South Shore Charter,04880000,0,0,35,34,40,32,35,21,21,24,12,20,44,16,9,0,0,343
South Shore Reg Voc Tech,08730000,0,0,0,0,0,0,0,0,0,0,0,149,139,135,115,0,0,538
Southampton,02750000,0,29,72,86,80,88,84,77,68,0,0,0,0,0,0,0,0,584
Southborough,02760000,0,0,172,165,158,160,146,138,143,112,97,0,0,0,0,0,0,"1,291"
Southbridge,02770000,0,0,271,250,221,224,228,232,227,226,179,172,129,112,105,0,0,"2,576"
Southeastern Reg Voc Tech,08720000,0,0,0,0,0,0,0,0,0,0,0,325,318,273,240,166,0,"1,322"
Southern Berkshire,07650000,0,42,118,82,86,80,79,76,80,97,78,83,84,60,43,0,0,"1,088"
Southern Worcester Cty VT,08760000,0,0,0,0,0,0,0,0,0,0,0,297,269,245,207,5,3,"1,026"
Southwick-Tolland,07660000,0,30,110,128,147,136,156,147,135,134,156,169,145,153,126,0,0,"1,872"
Spencer-E Brookfield,07670000,0,75,183,198,183,178,181,160,158,195,189,162,135,157,122,0,0,"2,276"
Springfield,02810000,274,651,"2,046","2,288","2,266","2,114","2,013","2,078","1,879","1,641","1,806","2,366","1,668","1,343","1,091",0,0,"25,524"
Stoneham,02840000,10,94,195,228,218,227,253,237,225,217,221,205,184,191,185,0,0,"2,890"
Stoughton,02850000,35,61,288,331,344,365,328,344,353,336,316,298,295,268,213,0,0,"4,175"
Sturbridge,02870000,0,44,99,109,100,114,114,116,131,0,0,0,0,0,0,0,0,827
Sturgis Charter,04890000,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
Sudbury,02880000,0,40,250,313,322,329,318,295,304,264,269,0,0,0,0,0,0,"2,704"
Sunderland,02890000,0,24,37,47,39,47,21,37,37,0,0,0,0,0,0,0,0,289
Sutton,02900000,1,82,137,135,137,123,132,113,128,122,125,78,85,84,76,0,0,"1,558"
Swampscott,02910000,25,0,134,181,179,180,194,162,157,235,213,208,167,181,179,0,0,"2,395"
Swansea,02920000,10,42,149,161,164,156,185,161,195,185,206,182,177,159,130,0,0,"2,262"
Tantasqua,07700000,0,0,0,0,0,0,0,0,0,282,287,303,277,238,203,1,0,"1,591"
Taunton,02930000,24,223,657,706,701,720,713,641,603,626,645,483,564,417,296,0,0,"8,019"
Tewksbury,02950000,98,0,355,365,353,400,384,339,350,371,312,238,207,197,190,0,0,"4,159"
Tisbury,02960000,0,0,36,37,31,47,40,53,39,42,47,0,0,0,0,0,0,372
Topsfield,02980000,0,0,91,104,113,86,100,90,94,0,0,0,0,0,0,0,0,678
Tri County,08780000,0,0,0,0,0,0,0,0,0,0,0,232,215,191,180,0,0,818
Triton,07730000,0,139,254,302,289,293,335,277,299,273,264,235,192,173,167,0,0,"3,492"
Truro,03000000,0,22,17,17,18,16,28,27,16,0,0,0,0,0,0,0,0,161
Tyngsborough,03010000,0,89,133,178,149,174,155,170,182,159,152,143,119,120,108,0,0,"2,031"
Up-Island Regional,07740000,0,0,41,43,56,52,48,62,54,46,51,0,0,0,0,0,0,453
Upper Cape Cod Voc Tech,08790000,0,0,0,0,0,0,0,0,0,0,0,157,168,129,96,31,0,581
Uxbridge,03040000,0,222,158,195,206,205,189,194,177,171,167,136,109,122,105,0,0,"2,356"
Wachusett,07750000,3,73,494,525,570,594,603,554,554,510,514,405,388,381,361,13,0,"6,542"
Wakefield,03050000,48,0,232,252,292,292,288,252,287,282,271,228,266,245,221,0,0,"3,456"
Wales,03060000,1,39,24,22,15,25,34,28,24,0,0,0,0,0,0,0,0,212
Walpole,03070000,0,68,306,293,332,322,320,310,314,268,270,240,226,247,186,0,0,"3,702"
Waltham,03080000,0,84,429,440,424,420,403,376,392,374,414,376,377,415,357,0,0,"5,281"
Ware,03090000,7,40,91,117,90,139,111,121,110,104,103,123,91,85,65,0,0,"1,397"
Wareham,03100000,18,33,253,286,266,317,307,301,325,318,307,248,220,208,142,0,0,"3,549"
Watertown,03140000,31,94,187,233,173,228,216,191,208,217,221,199,180,182,174,0,0,"2,734"
Wayland,03150000,0,0,219,227,245,232,230,225,209,223,203,199,176,175,161,0,0,"2,724"
Webster,03160000,15,114,115,182,135,163,168,165,161,185,186,137,102,128,99,0,0,"2,055"
Wellesley,03170000,13,5,315,341,330,286,318,306,285,249,267,215,216,242,175,0,0,"3,563"
Wellfleet,03180000,0,0,20,13,23,32,28,25,0,0,0,0,0,0,0,0,0,141
West Boylston,03220000,0,0,76,94,99,89,90,97,92,111,86,83,75,79,72,0,0,"1,143"
West Bridgewater,03230000,0,12,81,60,85,91,91,81,97,85,92,51,72,58,55,0,0,"1,011"
West Springfield,03320000,0,75,253,317,288,309,316,287,347,320,293,405,331,270,246,0,0,"4,057"
Westborough,03210000,5,42,249,283,290,304,269,281,257,254,248,186,196,190,191,0,0,"3,245"
Westfield,03250000,0,146,440,488,514,509,515,541,485,479,508,602,548,511,424,0,0,"6,710"
Westford,03260000,0,0,340,410,367,369,337,338,298,313,328,257,248,256,224,0,0,"4,085"
Westhampton,03270000,0,15,23,15,20,22,23,25,24,0,0,0,0,0,0,0,0,167
Weston,03300000,0,0,167,175,180,184,190,184,179,185,140,113,116,136,110,0,0,"2,059"
Westport,03310000,0,53,132,135,143,161,151,149,154,156,159,131,152,107,101,0,0,"1,884"
Westwood,03350000,0,58,220,211,220,217,210,207,201,196,181,154,149,130,136,0,0,"2,490"
Weymouth,03360000,55,207,552,548,543,584,557,513,503,545,484,489,523,438,404,0,0,"6,945"
Whately,03370000,0,24,20,17,16,16,16,19,21,0,0,0,0,0,0,0,0,149
Whitman-Hanson,07800000,0,137,314,361,362,364,399,363,366,357,333,338,281,253,198,0,0,"4,426"
Whittier Voc,08850000,0,0,0,0,0,0,0,0,0,0,0,386,381,296,271,0,0,"1,334"
Williamsburg,03400000,0,19,18,25,39,30,35,37,35,0,0,0,0,0,0,0,0,238
Williamstown,03410000,0,35,66,73,69,74,76,87,82,0,0,0,0,0,0,0,0,562
Wilmington,03420000,48,0,302,323,295,318,293,319,302,271,282,190,189,175,182,0,0,"3,489"
Winchendon,03430000,0,71,130,173,156,149,166,154,160,153,173,157,106,100,75,0,0,"1,923"
Winchester,03440000,0,50,221,271,281,313,268,248,233,246,226,238,218,181,198,0,0,"3,192"
Winthrop,03460000,5,60,167,190,185,175,193,193,178,175,173,130,133,163,134,0,0,"2,254"
Woburn,03470000,11,63,350,403,387,445,383,352,396,388,379,305,321,249,260,0,0,"4,692"
Worcester,03480000,0,810,"2,326","2,241","2,178","2,286","2,126","2,012","1,946","1,760","1,700","1,986","1,288","1,277","1,231",174,71,"25,412"
Wrentham,03500000,0,50,149,166,168,169,146,174,140,0,0,0,0,0,0,0,0,"1,162"
State Totals,00000000,"4,557","18,884","71,390","78,873","78,112","79,612","77,943","75,873","74,131","73,148","72,101","74,668","66,456","61,200","55,369","1,228",216,"963,761"
