DISTRICT,ORG CODE,UG,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,13,14,TOTAL
SAUGUS,02620000,6,38,209,270,282,287,253,269,257,292,308,198,225,195,190,0,0,"3,279"
SAVOY,02630000,0,16,11,8,9,11,9,7,10,0,0,0,0,0,0,0,0,81
SCITUATE,02640000,20,44,271,228,251,268,218,250,238,222,220,163,173,148,165,0,0,"2,879"
SEEKONK,02650000,1,17,166,174,192,175,180,186,175,189,200,144,147,156,148,0,0,"2,250"
SHARON,02660000,0,0,241,246,242,283,278,250,247,250,245,199,183,194,187,0,0,"3,045"
SHAWSHEEN VALLEY VOC TECH,08710000,0,0,0,0,0,0,0,0,0,0,0,326,307,287,239,0,0,"1,159"
SHERBORN,02690000,0,0,78,80,66,81,77,63,0,0,0,0,0,0,0,0,0,445
SHIRLEY,02700000,0,29,86,78,69,88,85,66,54,57,56,0,0,0,0,0,0,668
SHREWSBURY,02710000,51,87,317,345,329,327,324,318,280,257,275,268,256,265,189,0,0,"3,888"
SHUTESBURY,02720000,0,21,30,32,33,30,28,34,40,0,0,0,0,0,0,0,0,248
SILVER LAKE,07600000,0,0,0,0,0,0,0,0,0,495,487,444,425,375,348,3,0,"2,577"
SO MIDDLESEX VOC TECH REG,08290000,0,0,0,0,0,0,0,0,0,0,0,155,168,181,123,104,0,731
SOMERSET,02730000,0,83,174,185,211,178,219,218,199,199,223,282,268,233,222,0,0,"2,894"
SOMERVILLE,02740000,513,212,492,478,453,469,486,438,405,424,408,650,467,398,410,1,0,"6,704"
SOUTH HADLEY,02780000,0,57,162,170,173,193,206,199,224,186,159,174,166,160,159,0,0,"2,388"
SOUTH SHORE CHARTER SCH,04880000,0,0,27,26,13,0,0,0,15,19,16,13,6,6,9,0,0,150
SOUTH SHORE REG VOC TECH,08730000,0,0,0,0,0,0,0,0,0,0,0,150,151,126,109,0,0,536
SOUTHAMPTON,02750000,0,12,73,85,76,62,53,63,81,0,0,0,0,0,0,0,0,505
SOUTHBOROUGH,02760000,0,0,131,128,127,132,110,90,109,95,78,0,0,0,0,0,0,"1,000"
SOUTHBRIDGE,02770000,0,0,236,275,239,208,216,218,247,215,225,173,138,129,95,0,0,"2,614"
SOUTHEASTERN REG VOC TECH,08720000,0,0,0,0,0,0,0,0,0,0,0,318,313,284,257,127,0,"1,299"
SOUTHERN BERKSHIRE,07650000,0,52,99,92,71,90,102,83,84,98,81,70,75,74,56,0,0,"1,127"
SOUTHERN WORCESTER CTY VT,08760000,0,0,0,0,0,0,0,0,0,0,0,288,251,250,201,10,4,"1,004"
SOUTHWICK-TOLLAND,07660000,1,25,111,146,155,123,146,165,147,145,140,140,130,163,121,0,0,"1,858"
SPENCER-E BROOKFIELD,07670000,15,88,184,190,148,156,186,184,174,172,198,150,162,163,124,0,0,"2,294"
SPRINGFIELD,02810000,"1,137",553,"1,823","2,044","2,063","1,809","1,513","1,770","1,821","1,744","1,731","2,114","1,492","1,106",864,0,0,"23,584"
STONEHAM,02840000,0,83,210,252,219,212,194,213,183,200,198,192,208,202,197,0,0,"2,763"
STOUGHTON,02850000,39,54,356,344,363,359,329,328,293,307,312,256,276,243,233,0,0,"4,092"
STURBRIDGE,02870000,0,44,122,121,127,135,126,121,128,0,0,0,0,0,0,0,0,924
SUDBURY,02880000,3,30,271,282,286,295,254,254,232,239,194,0,0,0,0,0,0,"2,340"
SUNDERLAND,02890000,0,23,51,32,30,32,29,22,44,0,0,0,0,0,0,0,0,263
SUTTON,02900000,7,42,120,131,110,126,123,124,99,113,101,70,88,68,85,0,0,"1,407"
SWAMPSCOTT,02910000,17,0,162,170,167,160,200,172,178,174,174,181,173,182,148,0,0,"2,258"
SWANSEA,02920000,10,26,157,177,154,188,171,198,165,206,206,157,170,190,161,0,0,"2,336"
TANTASQUA,07700000,0,0,0,0,0,0,0,0,0,283,250,256,282,219,176,4,0,"1,470"
TAUNTON,02930000,28,174,687,690,618,586,620,618,595,621,598,445,407,362,331,0,0,"7,380"
TEWKSBURY,02950000,72,0,382,412,357,333,351,313,280,281,324,214,213,217,205,0,0,"3,954"
TISBURY,02960000,0,10,38,42,48,45,49,47,56,45,39,0,0,0,0,0,0,419
TOPSFIELD,02980000,0,0,83,90,93,85,84,97,82,0,0,0,0,0,0,0,0,614
TRI COUNTY,08780000,0,0,0,0,0,0,0,0,0,0,0,213,205,206,148,0,0,772
TRITON,07730000,10,130,266,320,261,282,264,260,239,231,205,204,165,161,164,0,0,"3,162"
TRURO,03000000,0,26,16,28,26,19,28,30,16,0,0,0,0,0,0,0,0,189
TYNGSBOROUGH,03010000,0,93,148,158,169,157,140,144,146,130,134,116,105,95,90,0,0,"1,825"
UP-ISLAND REGIONAL,07740000,0,8,39,51,53,50,58,54,61,52,43,0,0,0,0,0,0,469
UPPER CAPE COD VOC TECH,08790000,0,0,0,0,0,0,0,0,0,0,0,157,135,101,115,31,0,539
UXBRIDGE,03040000,0,114,194,169,181,153,149,154,158,135,147,117,126,104,106,0,0,"2,007"
WACHUSETT,07750000,0,56,522,577,508,535,530,516,498,471,461,378,406,352,349,12,0,"6,171"
WAKEFIELD,03050000,0,36,265,292,247,295,274,267,267,268,287,249,243,244,217,0,0,"3,451"
WALES,03060000,0,29,28,28,29,21,26,21,26,0,0,0,0,0,0,0,0,208
WALPOLE,03070000,0,0,328,326,310,330,272,297,278,272,279,182,224,231,190,0,0,"3,519"
WALTHAM,03080000,5,101,428,434,414,418,409,437,412,384,447,385,385,368,337,7,1,"5,372"
WARE,03090000,0,43,127,105,120,109,99,97,116,121,98,84,62,55,68,0,0,"1,304"
WAREHAM,03100000,18,29,295,328,324,298,319,278,283,279,286,200,193,169,159,0,0,"3,458"
WATERTOWN,03140000,8,80,261,225,206,215,230,239,186,189,189,191,155,156,156,0,0,"2,686"
WAYLAND,03150000,0,0,219,223,218,189,213,196,198,184,184,160,175,134,150,0,0,"2,443"
WEBSTER,03160000,8,82,172,222,158,170,171,144,146,145,175,144,120,133,112,0,0,"2,102"
WELLESLEY,03170000,0,0,286,336,311,298,276,286,261,245,277,185,202,182,181,0,0,"3,326"
WELLFLEET,03180000,0,0,24,29,30,35,34,23,0,0,0,0,0,0,0,0,0,175
WEST BOYLSTON,03220000,0,0,87,92,88,77,101,80,95,72,79,80,58,66,66,0,0,"1,041"
WEST BRIDGEWATER,03230000,0,0,79,90,67,88,92,89,78,98,84,70,62,61,54,0,0,"1,012"
WEST SPRINGFIELD,03320000,4,72,292,355,281,299,296,270,302,325,311,317,292,274,214,1,0,"3,905"
WESTBOROUGH,03210000,8,0,247,254,255,239,231,229,201,207,205,196,169,166,159,0,0,"2,766"
WESTFIELD,03250000,0,155,465,518,549,483,470,486,549,485,475,514,480,455,412,0,0,"6,496"
WESTFORD,03260000,28,32,322,309,303,260,295,314,266,252,273,248,232,213,209,0,0,"3,556"
WESTHAMPTON,03270000,0,15,18,27,22,23,25,24,18,0,0,0,0,0,0,0,0,172
WESTON,03300000,0,0,155,164,159,169,184,128,130,141,151,125,94,105,110,0,0,"1,815"
WESTPORT,03310000,7,46,136,139,140,142,154,148,133,165,146,136,116,108,122,0,0,"1,838"
WESTWOOD,03350000,0,66,198,200,191,196,190,185,156,142,132,131,118,110,137,0,0,"2,152"
WEYMOUTH,03360000,48,164,564,552,525,509,541,491,521,519,484,458,456,439,364,0,0,"6,635"
WHATELY,03370000,0,12,14,17,16,20,16,14,17,0,0,0,0,0,0,0,0,126
WHITMAN-HANSON,07800000,0,125,340,378,339,355,345,335,374,340,308,254,259,266,220,0,0,"4,238"
WHITTIER VOC,08850000,0,0,0,0,0,0,0,0,0,0,0,340,340,258,196,0,0,"1,134"
WILLIAMSBURG,03400000,0,23,24,26,27,30,35,32,25,0,0,0,0,0,0,0,0,222
WILLIAMSTOWN,03410000,0,37,71,66,91,87,71,78,80,0,0,0,0,0,0,0,0,581
WILMINGTON,03420000,54,37,271,304,297,290,278,288,242,249,234,185,157,165,146,0,0,"3,197"
WINCHENDON,03430000,0,65,155,176,164,141,154,164,178,151,159,134,87,69,63,0,0,"1,860"
WINCHESTER,03440000,16,46,275,268,256,244,266,237,260,227,190,206,193,192,221,0,0,"3,097"
WINTHROP,03460000,0,43,180,202,205,182,170,177,160,148,168,154,170,131,134,0,0,"2,224"
WOBURN,03470000,3,69,431,403,386,412,398,383,356,356,320,281,280,288,248,0,0,"4,614"
WORCESTER,03480000,0,651,"2,461","2,432","2,155","1,993","1,970","1,913","1,888","1,735","1,610","1,256","1,220","1,141",994,0,0,"23,419"
WORCESTER TRADE COMPLEX,04080000,0,0,0,0,0,0,0,0,0,0,0,269,233,189,163,252,77,"1,183"
WRENTHAM,03500000,8,49,158,163,176,137,157,125,144,0,0,0,0,0,0,0,0,"1,117"
YOUTHBUILD BOSTON INC CH,04980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60
State Totals,00000000,"6,453","14,792","79,163","79,565","75,647","73,380","71,800","71,606","69,122","67,176","65,724","68,623","62,864","57,043","52,049","1,698",222,"916,927"
