"grade","latlong","longitude","latitude","2005","2010","2015","stu_2015_2010","stu_2015_2005","stu_2015_2010_abs","stu_2015_2005_abs","name","address"
2,"42.390 -71.027","-71.027","42.390",84,92,90,-2,6,2,6,"Boston - Donald Mckay","122 Cottage Street, East Boston, MA 02128"
2,"42.391 -71.005","-71.005","42.391",36,46,43,-3,7,3,7,"Boston - Manassah E Bradley","110 Beachview Road, East Boston, MA 02128"
2,"42.392 -71.031","-71.031","42.392",22,25,12,-13,-10,13,10,"Boston - Dante Alighieri","37 Grove Street, East Boston, MA 02128"
3,"42.242 -71.123","-71.123","42.242",47,48,40,-8,-7,8,7,"Boston - Franklin D Roosevelt","95 Needham Road, Hyde Park, MA 02136"
3,"42.250 -71.126","-71.126","42.250",144,167,127,-40,-17,40,17,"Boston Renaissance Charter Public (District) - Boston Renaissance Charter  Public School","1415 Hyde Park Ave, Hyde Park, MA 02136"
3,"42.251 -71.133","-71.133","42.251",45,42,52,10,7,10,7,"Boston - William Ellery Channing","35 Sunnyside Street, Hyde Park, MA 02136"
3,"42.256 -71.126","-71.126","42.256",44,50,40,-10,-4,10,4,"Boston - Henry Grew","40 Gordon Avenue, Hyde Park, MA 02136"
3,"42.261 -71.148","-71.148","42.261",83,59,89,30,6,30,6,"Boston - William H Ohrenberger","175 West  Boundary Road, West Roxbury, MA 02132"
3,"42.263 -71.155","-71.155","42.263",54,52,8,-44,-46,44,46,"Boston - Beethoven","5125 Washington Street, West Roxbury, MA 02132"
3,"42.265 -71.117","-71.117","42.265",82,78,68,-10,-14,10,14,"Boston - Elihu Greenwood Leadership Academy","612 Metropolitan Avenue, Hyde Park, MA 02136"
3,"42.267 -71.105","-71.105","42.267",55,50,44,-6,-11,6,11,"Boston - James J Chittick","154 Ruskindale Road, Mattapan, MA 02126"
3,"42.271 -71.092","-71.092","42.271",0,0,28,28,28,28,28,"Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School","108 Babson Street, Mattapan, MA 02126"
3,"42.271 -71.163","-71.163","42.271",46,51,50,-1,4,1,4,"Boston - Joyce Kilmer","35 Baker Street, West Roxbury, MA 02132"
3,"42.274 -71.106","-71.106","42.274",84,96,82,-14,-2,14,2,"Boston - Mattahunt","100 Hebron Street, Mattapan, MA 02126"
3,"42.274 -71.127","-71.127","42.274",35,28,30,2,-5,2,5,"Boston - George H Conley","450 Poplar Street, Roslindale, MA 02131"
3,"42.275 -71.091","-71.091","42.275",0,50,0,-50,0,50,0,"Boston - Mildred Avenue K-8","5 Mildred Avenue, Mattapan, MA 02126"
3,"42.276 -71.066","-71.066","42.276",24,23,45,22,21,22,21,"Conservatory Lab Charter - Conservatory Lab Charter School","2120 Dorchester Avenue, Dorchester, MA 02124"
3,"42.277 -71.077","-71.077","42.277",92,79,94,15,2,15,2,"Boston - Charles H Taylor","1060 Morton Street, Mattapan, MA 02126"
3,"42.277 -71.135","-71.135","42.277",45,47,47,0,2,0,2,"Boston - Phineas Bates","426 Beech Street, Roslindale, MA 02131"
3,"42.281 -71.093","-71.093","42.281",42,41,58,17,16,17,16,"Boston - Solomon Lewenberg Middle","20 Outlook Rd, Mattapan, MA 02126"
3,"42.281 -71.122","-71.122","42.281",0,60,58,-2,58,2,58,"Edward Brooke Charter - Edward Brooke Charter School","190 Cummins Highway, Roslindale, MA 02131"
3,"42.281 -71.141","-71.141","42.281",24,19,22,3,-2,3,2,"Boston - Mozart","236 Beech Street, Roslindale, MA 02131"
3,"42.282 -71.086","-71.086","42.282",51,0,0,0,-51,0,51,"Boston - Pauline Agassiz Shaw","429 Norfolk St, Dorchester, MA 02124"
3,"42.282 -71.158","-71.158","42.282",52,60,61,1,9,1,9,"Boston - Lyndon","20 Mt. Vernon Street, West Roxbury, MA 02132"
3,"42.285 -71.117","-71.117","42.285",18,26,25,-1,7,1,7,"Boston - John D Philbrick","40 Philbrick Street, Roslindale, MA 02131"
3,"42.286 -71.053","-71.053","42.286",37,39,53,14,16,14,16,"Boston - Thomas J Kenny","19 Oakton Avenue, Dorchester, MA 02122"
3,"42.286 -71.072","-71.072","42.286",57,97,0,-97,-57,97,57,"Boston - Emily A Fifield","25 Dunbar Ave, Dorchester, MA 02124"
3,"42.286 -71.107","-71.107","42.286",53,43,46,3,-7,3,7,"Boston - Dennis C Haley","570 American Legion Highway, Roslindale, MA 02131"
3,"42.286 -71.126","-71.126","42.286",76,74,84,10,8,10,8,"Boston - Charles Sumner","15 Basile Street, Roslindale, MA 02131"
3,"42.292 -71.080","-71.080","42.292",89,52,61,9,-28,9,28,"Boston - Joseph Lee","155 Talbot Avenue, Dorchester, MA 02124"
3,"42.293 -71.053","-71.053","42.293",22,40,42,2,20,2,20,"Neighborhood House Charter (District) - Neighborhood House Charter School","21 Queen Street, Dorchester, MA 02122"
3,"42.293 -71.062","-71.062","42.293",23,45,49,4,26,4,26,"Boston - Dr. William Henderson Lower","1669 Dorchester Avenue, Dorchester, MA 02122"
3,"42.294 -71.049","-71.049","42.294",114,84,83,-1,-31,1,31,"Boston - Richard J Murphy","1 Worrell Street, Dorchester, MA 02122"
3,"42.294 -71.115","-71.115","42.294",0,0,31,31,31,31,31,"Boston - Boston Teachers Union School","25 Walk Hill Street, Jamaica Plain, MA 02130"
3,"42.295 -71.071","-71.071","42.295",24,0,0,0,-24,0,24,"Boston - Lucy Stone","22 Regina Rd, Dorchester, MA 02124"
3,"42.295 -71.091","-71.091","42.295",0,0,60,60,60,60,60,"Brooke Charter School Mattapan - Brooke Charter School Mattapan","150 American Legion Highway, Boston, MA 02124"
3,"42.296 -71.074","-71.074","42.296",31,55,53,-2,22,2,22,"Boston - O W Holmes","40 School Street, Dorchester, MA 02124"
3,"42.296 -71.080","-71.080","42.296",52,48,51,3,-1,3,1,"Boston - Sarah Greenwood","189 Glenway Street, Dorchester, MA 02121"
3,"42.299 -71.070","-71.070","42.299",92,94,102,8,10,8,10,"UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester","35 Westville Street, Boston, MA 02124"
3,"42.301 -71.085","-71.085","42.301",0,0,35,35,35,35,35,"Bridge Boston Charter School - Bridge Boston Charter School","2 McLellan Street, Dorchester, MA 02121"
3,"42.305 -71.131","-71.131","42.305",30,25,25,0,-5,0,5,"Boston - Joseph P Manning","130 Louders Lane, Jamaica Plain, MA 02130"
3,"42.306 -71.073","-71.073","42.306",116,109,114,5,-2,5,2,"Boston - UP Academy Holland","85 Olney Street, Dorchester, MA 02121"
3,"42.307 -71.062","-71.062","42.307",85,95,98,3,13,3,13,"Boston - Mather","1 Parish Street, Dorchester, MA 02122"
3,"42.307 -71.113","-71.113","42.307",20,21,26,5,6,5,6,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
3,"42.307 -71.114","-71.114","42.307",115,71,0,-71,-115,71,115,"Boston - Agassiz","20 Child St, Jamaica Plain, MA 02130"
3,"42.311 -71.073","-71.073","42.311",33,0,0,0,-33,0,33,"Boston - Quincy E Dickerman","206 Magnolia St, Dorchester, MA 02121"
3,"42.311 -71.076","-71.076","42.311",0,22,70,48,70,48,70,"Boston - Martin Luther King Jr Mid","77 Lawrence Ave., Dorchester, MA 02121"
3,"42.313 -71.098","-71.098","42.313",49,46,49,3,0,3,0,"Boston - Rafael Hernandez","61 School Street, Roxbury, MA 02119"
3,"42.314 -71.059","-71.059","42.314",45,45,47,2,2,2,2,"Boston - Edward Everett","71 Pleasant Street, Dorchester, MA 02125"
3,"42.315 -71.087","-71.087","42.315",76,54,53,-1,-23,1,23,"Boston - William Monroe Trotter","135 Humboldt Avenue, Dorchester, MA 02121"
3,"42.316 -71.093","-71.093","42.316",70,54,68,14,-2,14,2,"Boston - David A Ellis","302 Walnut Avenue, Roxbury, MA 02119"
3,"42.316 -71.101","-71.101","42.316",37,31,34,3,-3,3,3,"Boston - Ellis Mendell","164 School Street, Roxbury, MA 02119"
3,"42.317 -71.042","-71.042","42.317",101,87,86,-1,-15,1,15,"Boston - Paul A Dever","325 Mt Vernon Street, Dorchester, MA 02125"
3,"42.317 -71.091","-71.091","42.317",22,0,0,0,-22,0,22,"Boston - Higginson","160 Harrishof Street, Roxbury, MA 02119"
3,"42.318 -71.075","-71.075","42.318",53,39,54,15,1,15,1,"Boston - John Winthrop","35 Brookford Street, Dorchester, MA 02125"
3,"42.318 -71.113","-71.113","42.318",42,50,73,23,31,23,31,"Boston - Mary E Curley Middle","493 Centre St, Jamaica Plain, MA 02130"
3,"42.320 -71.059","-71.059","42.320",56,62,45,-17,-11,17,11,"Boston - William E Russell","750 Columbia Road, Dorchester, MA 02125"
3,"42.321 -71.085","-71.085","42.321",0,26,69,43,69,43,69,"Boston - Higginson/Lewis K-8","131 Walnut Avenue, Roxbury, MA 02119"
3,"42.321 -71.106","-71.106","42.321",64,62,63,1,-1,1,1,"Boston - John F Kennedy","7 Bolster Street, Jamaica Plain, MA 02130"
3,"42.323 -71.058","-71.058","42.323",26,28,22,-6,-4,6,4,"Boston - Roger Clap","35 Harvest Street, Dorchester, MA 02125"
3,"42.323 -71.073","-71.073","42.323",41,32,44,12,3,12,3,"Dudley Street Neighborhood Charter School - Dudley Street Neighborhood Charter School","6 Shirley Street, Boston, MA 02119"
3,"42.325 -71.091","-71.091","42.325",33,23,48,25,15,25,15,"Boston - Nathan Hale","51 Cedar Street, Roxbury, MA 02119"
3,"42.326 -71.071","-71.071","42.326",31,32,40,8,9,8,9,"Boston - Samuel W Mason","150 Norfolk Avenue, Roxbury, MA 02119"
3,"42.326 -71.106","-71.106","42.326",87,79,88,9,1,9,1,"Boston - James W Hennigan","200 Heath Street, Jamaica Plain, MA 02130"
3,"42.330 -71.077","-71.077","42.330",70,69,90,21,20,21,20,"Boston - Orchard Gardens ","906 Albany Street, Roxbury, MA 02119"
3,"42.331 -71.050","-71.050","42.331",41,40,62,22,21,22,21,"Boston - Michael J Perkins","50 Burke Street, South Boston, MA 02127"
3,"42.332 -71.030","-71.030","42.332",28,29,28,-1,0,1,0,"Boston - Oliver Hazard Perry","745 E. 7th Street, South Boston, MA 02127"
3,"42.333 -71.098","-71.098","42.333",54,58,60,2,6,2,6,"Boston - Maurice J Tobin","40 Smith St, Roxbury, MA 02120"
3,"42.334 -71.038","-71.038","42.334",53,51,67,16,14,16,14,"Boston - Joseph P Tynan","650 E.  Fourth Street, South Boston, MA 02127"
3,"42.334 -71.106","-71.106","42.334",42,34,0,-34,-42,34,42,"Boston - Farragut","10 Fenwood Road, Boston, MA 02115"
3,"42.338 -71.052","-71.052","42.338",117,114,118,4,1,4,1,"Boston - James Condon Elementary","200 D Street, South Boston, MA 02127"
3,"42.339 -71.077","-71.077","42.339",45,55,35,-20,-10,20,10,"Boston - Joseph J Hurley","70 Worcester Street, Boston, MA 02118"
3,"42.340 -71.073","-71.073","42.340",90,88,98,10,8,10,8,"Boston - Blackstone","380 Shawmut Avenue, Boston, MA 02118"
3,"42.340 -71.154","-71.154","42.340",29,0,0,0,-29,0,29,"Boston - Alexander Hamilton","198 Strathmore Rd, Brighton, MA 02135"
3,"42.344 -71.073","-71.073","42.344",19,10,12,2,-7,2,7,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
3,"42.345 -71.160","-71.160","42.345",0,55,75,20,75,20,75,"Boston - Thomas A Edison Jr High","60 Glenmont Road, Brighton, MA 02135"
3,"42.347 -71.064","-71.064","42.347",116,110,116,6,0,6,0,"Boston - Josiah Quincy","885 Washington Street, Boston, MA 02111"
3,"42.347 -71.154","-71.154","42.347",22,42,43,1,21,1,21,"Boston - Winship Elementary","54 Dighton Street, Brighton, MA 02135"
3,"42.351 -71.137","-71.137","42.351",113,79,86,7,-27,7,27,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
3,"42.351 -71.161","-71.161","42.351",13,14,15,1,2,1,2,"Boston - Lyon K-8","50 Beechcroft Street, Brighton, MA 02135"
3,"42.352 -71.120","-71.120","42.352",0,0,48,48,48,48,48,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
3,"42.352 -71.160","-71.160","42.352",32,0,0,0,-32,0,32,"Boston - Lyon Upper 9-12","95 Beechcroft Street, Brighton, MA 02135"
3,"42.360 -71.133","-71.133","42.360",61,62,60,-2,-1,2,1,"Boston - Thomas Gardner","30 Athol Street, Allston, MA 02134"
3,"42.365 -71.034","-71.034","42.365",21,33,40,7,19,7,19,"Boston - Samuel Adams","165 Webster Street, East Boston, MA 02128"
3,"42.366 -71.053","-71.053","42.366",26,24,39,15,13,15,13,"Boston - Eliot Elementary","16 Charter Street, Boston, MA 02113"
3,"42.375 -71.033","-71.033","42.375",47,47,59,12,12,12,12,"Boston - James Otis","218 Marion Street, East Boston, MA 02128"
3,"42.376 -71.057","-71.057","42.376",74,78,90,12,16,12,16,"Boston - Harvard-Kent","50 Bunker Hill Street, Charlestown, MA 02129"
3,"42.378 -71.030","-71.030","42.378",33,32,42,10,9,10,9,"Boston - Patrick J Kennedy","343 Saratoga Street, East Boston, MA 02128"
3,"42.378 -71.038","-71.038","42.378",35,38,44,6,9,6,9,"Boston - Hugh Roe ODonnell","33 Trenton Street, East Boston, MA 02128"
3,"42.378 -71.040","-71.040","42.378",0,0,69,69,69,69,69,"Boston - Mario Umana Middle School Academy","312 Border St, East Boston, MA 02128"
3,"42.378 -71.064","-71.064","42.378",47,52,71,19,24,19,24,"Boston - Warren-Prescott","50 School Street, Charlestown, MA 02129"
3,"42.382 -71.016","-71.016","42.382",0,0,59,59,59,59,59,"Brooke Charter School East Boston - Brooke Charter School East Boston","94 Horace, East Boston, MA 02128"
3,"42.388 -71.004","-71.004","42.388",42,49,48,-1,6,1,6,"Boston - Curtis Guild","195 Leyden Street, East Boston, MA 02128"
3,"42.390 -71.027","-71.027","42.390",76,97,85,-12,9,12,9,"Boston - Donald Mckay","122 Cottage Street, East Boston, MA 02128"
3,"42.391 -71.005","-71.005","42.391",45,45,43,-2,-2,2,2,"Boston - Manassah E Bradley","110 Beachview Road, East Boston, MA 02128"
3,"42.392 -71.031","-71.031","42.392",23,22,9,-13,-14,13,14,"Boston - Dante Alighieri","37 Grove Street, East Boston, MA 02128"
4,"42.242 -71.123","-71.123","42.242",49,49,49,0,0,0,0,"Boston - Franklin D Roosevelt","95 Needham Road, Hyde Park, MA 02136"
4,"42.250 -71.126","-71.126","42.250",193,156,113,-43,-80,43,80,"Boston Renaissance Charter Public (District) - Boston Renaissance Charter  Public School","1415 Hyde Park Ave, Hyde Park, MA 02136"
4,"42.251 -71.133","-71.133","42.251",63,64,51,-13,-12,13,12,"Boston - William Ellery Channing","35 Sunnyside Street, Hyde Park, MA 02136"
4,"42.256 -71.126","-71.126","42.256",41,45,34,-11,-7,11,7,"Boston - Henry Grew","40 Gordon Avenue, Hyde Park, MA 02136"
4,"42.261 -71.148","-71.148","42.261",83,81,115,34,32,34,32,"Boston - William H Ohrenberger","175 West  Boundary Road, West Roxbury, MA 02132"
4,"42.263 -71.155","-71.155","42.263",57,50,0,-50,-57,50,57,"Boston - Beethoven","5125 Washington Street, West Roxbury, MA 02132"
4,"42.265 -71.117","-71.117","42.265",73,50,53,3,-20,3,20,"Boston - Elihu Greenwood Leadership Academy","612 Metropolitan Avenue, Hyde Park, MA 02136"
4,"42.267 -71.105","-71.105","42.267",44,43,39,-4,-5,4,5,"Boston - James J Chittick","154 Ruskindale Road, Mattapan, MA 02126"
4,"42.271 -71.163","-71.163","42.271",46,49,55,6,9,6,9,"Boston - Joyce Kilmer","35 Baker Street, West Roxbury, MA 02132"
4,"42.274 -71.106","-71.106","42.274",97,83,82,-1,-15,1,15,"Boston - Mattahunt","100 Hebron Street, Mattapan, MA 02126"
4,"42.274 -71.127","-71.127","42.274",27,32,22,-10,-5,10,5,"Boston - George H Conley","450 Poplar Street, Roslindale, MA 02131"
4,"42.275 -71.091","-71.091","42.275",0,50,25,-25,25,25,25,"Boston - Mildred Avenue K-8","5 Mildred Avenue, Mattapan, MA 02126"
4,"42.276 -71.066","-71.066","42.276",22,20,45,25,23,25,23,"Conservatory Lab Charter - Conservatory Lab Charter School","2120 Dorchester Avenue, Dorchester, MA 02124"
4,"42.277 -71.077","-71.077","42.277",96,67,78,11,-18,11,18,"Boston - Charles H Taylor","1060 Morton Street, Mattapan, MA 02126"
4,"42.277 -71.135","-71.135","42.277",59,57,57,0,-2,0,2,"Boston - Phineas Bates","426 Beech Street, Roslindale, MA 02131"
4,"42.281 -71.093","-71.093","42.281",38,40,54,14,16,14,16,"Boston - Solomon Lewenberg Middle","20 Outlook Rd, Mattapan, MA 02126"
4,"42.281 -71.122","-71.122","42.281",0,54,66,12,66,12,66,"Edward Brooke Charter - Edward Brooke Charter School","190 Cummins Highway, Roslindale, MA 02131"
4,"42.281 -71.141","-71.141","42.281",19,24,25,1,6,1,6,"Boston - Mozart","236 Beech Street, Roslindale, MA 02131"
4,"42.282 -71.086","-71.086","42.282",45,0,0,0,-45,0,45,"Boston - Pauline Agassiz Shaw","429 Norfolk St, Dorchester, MA 02124"
4,"42.282 -71.158","-71.158","42.282",52,54,67,13,15,13,15,"Boston - Lyndon","20 Mt. Vernon Street, West Roxbury, MA 02132"
4,"42.285 -71.117","-71.117","42.285",18,20,23,3,5,3,5,"Boston - John D Philbrick","40 Philbrick Street, Roslindale, MA 02131"
4,"42.286 -71.053","-71.053","42.286",61,46,43,-3,-18,3,18,"Boston - Thomas J Kenny","19 Oakton Avenue, Dorchester, MA 02122"
4,"42.286 -71.072","-71.072","42.286",48,88,0,-88,-48,88,48,"Boston - Emily A Fifield","25 Dunbar Ave, Dorchester, MA 02124"
4,"42.286 -71.107","-71.107","42.286",46,41,49,8,3,8,3,"Boston - Dennis C Haley","570 American Legion Highway, Roslindale, MA 02131"
4,"42.286 -71.126","-71.126","42.286",76,74,74,0,-2,0,2,"Boston - Charles Sumner","15 Basile Street, Roslindale, MA 02131"
4,"42.292 -71.080","-71.080","42.292",95,60,72,12,-23,12,23,"Boston - Joseph Lee","155 Talbot Avenue, Dorchester, MA 02124"
4,"42.293 -71.053","-71.053","42.293",24,38,42,4,18,4,18,"Neighborhood House Charter (District) - Neighborhood House Charter School","21 Queen Street, Dorchester, MA 02122"
4,"42.293 -71.062","-71.062","42.293",41,43,23,-20,-18,20,18,"Boston - Dr. William Henderson Lower","1669 Dorchester Avenue, Dorchester, MA 02122"
4,"42.294 -71.049","-71.049","42.294",172,134,132,-2,-40,2,40,"Boston - Richard J Murphy","1 Worrell Street, Dorchester, MA 02122"
4,"42.294 -71.115","-71.115","42.294",0,0,29,29,29,29,29,"Boston - Boston Teachers Union School","25 Walk Hill Street, Jamaica Plain, MA 02130"
4,"42.295 -71.071","-71.071","42.295",31,0,0,0,-31,0,31,"Boston - Lucy Stone","22 Regina Rd, Dorchester, MA 02124"
4,"42.295 -71.091","-71.091","42.295",0,0,60,60,60,60,60,"Brooke Charter School Mattapan - Brooke Charter School Mattapan","150 American Legion Highway, Boston, MA 02124"
4,"42.296 -71.074","-71.074","42.296",33,33,50,17,17,17,17,"Boston - O W Holmes","40 School Street, Dorchester, MA 02124"
4,"42.296 -71.080","-71.080","42.296",38,43,46,3,8,3,8,"Boston - Sarah Greenwood","189 Glenway Street, Dorchester, MA 02121"
4,"42.299 -71.070","-71.070","42.299",100,95,74,-21,-26,21,26,"UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester","35 Westville Street, Boston, MA 02124"
4,"42.305 -71.131","-71.131","42.305",32,25,25,0,-7,0,7,"Boston - Joseph P Manning","130 Louders Lane, Jamaica Plain, MA 02130"
4,"42.306 -71.073","-71.073","42.306",118,97,109,12,-9,12,9,"Boston - UP Academy Holland","85 Olney Street, Dorchester, MA 02121"
4,"42.307 -71.062","-71.062","42.307",82,75,99,24,17,24,17,"Boston - Mather","1 Parish Street, Dorchester, MA 02122"
4,"42.307 -71.113","-71.113","42.307",16,19,18,-1,2,1,2,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
4,"42.307 -71.114","-71.114","42.307",105,73,0,-73,-105,73,105,"Boston - Agassiz","20 Child St, Jamaica Plain, MA 02130"
4,"42.311 -71.063","-71.063","42.311",0,40,41,1,41,1,41,"Dorchester Collegiate Academy Charter - Dorchester Collegiate Academy Charter","131 HANCOCK ST, DORCHESTER, MA 02125"
4,"42.311 -71.073","-71.073","42.311",34,0,0,0,-34,0,34,"Boston - Quincy E Dickerman","206 Magnolia St, Dorchester, MA 02121"
4,"42.311 -71.076","-71.076","42.311",0,25,50,25,50,25,50,"Boston - Martin Luther King Jr Mid","77 Lawrence Ave., Dorchester, MA 02121"
4,"42.313 -71.098","-71.098","42.313",42,47,45,-2,3,2,3,"Boston - Rafael Hernandez","61 School Street, Roxbury, MA 02119"
4,"42.314 -71.059","-71.059","42.314",42,47,45,-2,3,2,3,"Boston - Edward Everett","71 Pleasant Street, Dorchester, MA 02125"
4,"42.315 -71.087","-71.087","42.315",87,47,50,3,-37,3,37,"Boston - William Monroe Trotter","135 Humboldt Avenue, Dorchester, MA 02121"
4,"42.316 -71.093","-71.093","42.316",55,36,56,20,1,20,1,"Boston - David A Ellis","302 Walnut Avenue, Roxbury, MA 02119"
4,"42.316 -71.101","-71.101","42.316",27,14,29,15,2,15,2,"Boston - Ellis Mendell","164 School Street, Roxbury, MA 02119"
4,"42.317 -71.042","-71.042","42.317",79,64,87,23,8,23,8,"Boston - Paul A Dever","325 Mt Vernon Street, Dorchester, MA 02125"
4,"42.317 -71.091","-71.091","42.317",25,0,0,0,-25,0,25,"Boston - Higginson","160 Harrishof Street, Roxbury, MA 02119"
4,"42.318 -71.075","-71.075","42.318",54,51,54,3,0,3,0,"Boston - John Winthrop","35 Brookford Street, Dorchester, MA 02125"
4,"42.318 -71.113","-71.113","42.318",42,52,89,37,47,37,47,"Boston - Mary E Curley Middle","493 Centre St, Jamaica Plain, MA 02130"
4,"42.320 -71.059","-71.059","42.320",56,57,40,-17,-16,17,16,"Boston - William E Russell","750 Columbia Road, Dorchester, MA 02125"
4,"42.321 -71.085","-71.085","42.321",0,13,49,36,49,36,49,"Boston - Higginson/Lewis K-8","131 Walnut Avenue, Roxbury, MA 02119"
4,"42.321 -71.106","-71.106","42.321",69,63,62,-1,-7,1,7,"Boston - John F Kennedy","7 Bolster Street, Jamaica Plain, MA 02130"
4,"42.323 -71.058","-71.058","42.323",25,23,23,0,-2,0,2,"Boston - Roger Clap","35 Harvest Street, Dorchester, MA 02125"
4,"42.323 -71.073","-71.073","42.323",35,45,0,-45,-35,45,35,"Dudley Street Neighborhood Charter School - Dudley Street Neighborhood Charter School","6 Shirley Street, Boston, MA 02119"
4,"42.325 -71.091","-71.091","42.325",43,34,22,-12,-21,12,21,"Boston - Nathan Hale","51 Cedar Street, Roxbury, MA 02119"
4,"42.326 -71.071","-71.071","42.326",30,27,35,8,5,8,5,"Boston - Samuel W Mason","150 Norfolk Avenue, Roxbury, MA 02119"
4,"42.326 -71.106","-71.106","42.326",121,112,133,21,12,21,12,"Boston - James W Hennigan","200 Heath Street, Jamaica Plain, MA 02130"
4,"42.330 -71.077","-71.077","42.330",72,74,95,21,23,21,23,"Boston - Orchard Gardens ","906 Albany Street, Roxbury, MA 02119"
4,"42.331 -71.050","-71.050","42.331",30,24,26,2,-4,2,4,"Boston - Michael J Perkins","50 Burke Street, South Boston, MA 02127"
4,"42.332 -71.030","-71.030","42.332",19,20,32,12,13,12,13,"Boston - Oliver Hazard Perry","745 E. 7th Street, South Boston, MA 02127"
4,"42.333 -71.098","-71.098","42.333",48,53,48,-5,0,5,0,"Boston - Maurice J Tobin","40 Smith St, Roxbury, MA 02120"
4,"42.334 -71.038","-71.038","42.334",54,49,43,-6,-11,6,11,"Boston - Joseph P Tynan","650 E.  Fourth Street, South Boston, MA 02127"
4,"42.334 -71.106","-71.106","42.334",41,36,0,-36,-41,36,41,"Boston - Farragut","10 Fenwood Road, Boston, MA 02115"
4,"42.338 -71.052","-71.052","42.338",111,133,135,2,24,2,24,"Boston - James Condon Elementary","200 D Street, South Boston, MA 02127"
4,"42.339 -71.077","-71.077","42.339",35,52,40,-12,5,12,5,"Boston - Joseph J Hurley","70 Worcester Street, Boston, MA 02118"
4,"42.340 -71.073","-71.073","42.340",104,82,84,2,-20,2,20,"Boston - Blackstone","380 Shawmut Avenue, Boston, MA 02118"
4,"42.340 -71.084","-71.084","42.340",0,1,0,-1,0,1,0,"Boston - Carter Develop Day Care","396 Northampton Street, Boston, MA 02118"
4,"42.340 -71.154","-71.154","42.340",33,0,0,0,-33,0,33,"Boston - Alexander Hamilton","198 Strathmore Rd, Brighton, MA 02135"
4,"42.344 -71.073","-71.073","42.344",19,5,16,11,-3,11,3,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
4,"42.345 -71.160","-71.160","42.345",0,68,84,16,84,16,84,"Boston - Thomas A Edison Jr High","60 Glenmont Road, Brighton, MA 02135"
4,"42.347 -71.064","-71.064","42.347",144,145,127,-18,-17,18,17,"Boston - Josiah Quincy","885 Washington Street, Boston, MA 02111"
4,"42.347 -71.154","-71.154","42.347",22,24,41,17,19,17,19,"Boston - Winship Elementary","54 Dighton Street, Brighton, MA 02135"
4,"42.351 -71.137","-71.137","42.351",103,83,90,7,-13,7,13,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
4,"42.351 -71.161","-71.161","42.351",11,14,17,3,6,3,6,"Boston - Lyon K-8","50 Beechcroft Street, Brighton, MA 02135"
4,"42.352 -71.120","-71.120","42.352",0,0,51,51,51,51,51,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
4,"42.352 -71.160","-71.160","42.352",39,0,0,0,-39,0,39,"Boston - Lyon Upper 9-12","95 Beechcroft Street, Brighton, MA 02135"
4,"42.360 -71.133","-71.133","42.360",40,48,46,-2,6,2,6,"Boston - Thomas Gardner","30 Athol Street, Allston, MA 02134"
4,"42.365 -71.034","-71.034","42.365",27,30,39,9,12,9,12,"Boston - Samuel Adams","165 Webster Street, East Boston, MA 02128"
4,"42.366 -71.053","-71.053","42.366",27,30,46,16,19,16,19,"Boston - Eliot Elementary","16 Charter Street, Boston, MA 02113"
4,"42.375 -71.033","-71.033","42.375",53,46,63,17,10,17,10,"Boston - James Otis","218 Marion Street, East Boston, MA 02128"
4,"42.376 -71.057","-71.057","42.376",77,76,73,-3,-4,3,4,"Boston - Harvard-Kent","50 Bunker Hill Street, Charlestown, MA 02129"
4,"42.378 -71.030","-71.030","42.378",32,39,34,-5,2,5,2,"Boston - Patrick J Kennedy","343 Saratoga Street, East Boston, MA 02128"
4,"42.378 -71.038","-71.038","42.378",33,35,50,15,17,15,17,"Boston - Hugh Roe ODonnell","33 Trenton Street, East Boston, MA 02128"
4,"42.378 -71.040","-71.040","42.378",0,0,26,26,26,26,26,"Boston - Mario Umana Middle School Academy","312 Border St, East Boston, MA 02128"
4,"42.378 -71.064","-71.064","42.378",66,42,68,26,2,26,2,"Boston - Warren-Prescott","50 School Street, Charlestown, MA 02129"
4,"42.388 -71.004","-71.004","42.388",36,48,54,6,18,6,18,"Boston - Curtis Guild","195 Leyden Street, East Boston, MA 02128"
4,"42.390 -71.027","-71.027","42.390",87,102,85,-17,-2,17,2,"Boston - Donald Mckay","122 Cottage Street, East Boston, MA 02128"
4,"42.391 -71.005","-71.005","42.391",55,48,57,9,2,9,2,"Boston - Manassah E Bradley","110 Beachview Road, East Boston, MA 02128"
4,"42.392 -71.031","-71.031","42.392",13,21,6,-15,-7,15,7,"Boston - Dante Alighieri","37 Grove Street, East Boston, MA 02128"
