"grade","latlong","longitude","latitude","2005","2010","2015","stu_2015_2010","stu_2015_2005","stu_2015_2010_abs","stu_2015_2005_abs","name","address"
7,"42.281 -71.121","-71.121","42.281",72,0,0,0,-72,0,72,"Frederick Douglass Charter - Frederick Douglass Charter School","190 Cummins Highway,Roslindale,MA,02131"
7,"42.281 -71.122","-71.122","42.281",51,24,51,27,0,27,0,"Edward Brooke Charter - Edward Brooke Charter School","190 Cummins Highway, Roslindale, MA 02131"
7,"42.282 -71.158","-71.158","42.282",42,35,31,-4,-11,4,11,"Boston - Lyndon","20 Mt. Vernon Street, West Roxbury, MA 02132"
7,"42.283 -71.125","-71.125","42.283",233,185,105,-80,-128,80,128,"Boston - Washington Irving Middle","105 Cummins Highway, Roslindale, MA 02131"
7,"42.285 -71.075","-71.075","42.285",0,111,0,-111,0,111,0,"Boston - TechBoston Upper Academy","9 Peacevale Road, Dorchester, MA 02124"
7,"42.286 -71.107","-71.107","42.286",0,0,24,24,24,24,24,"Boston - Dennis C Haley","570 American Legion Highway, Roslindale, MA 02131"
7,"42.287 -71.076","-71.076","42.287",0,0,134,134,134,134,134,"Boston - TechBoston Academy","9 Peacevale Road, Dorchester, MA 02124"
7,"42.292 -71.080","-71.080","42.292",0,0,64,64,64,64,64,"Boston - Joseph Lee","155 Talbot Avenue, Dorchester, MA 02124"
7,"42.293 -71.053","-71.053","42.293",22,38,38,0,16,0,16,"Neighborhood House Charter (District) - Neighborhood House Charter School","21 Queen Street, Dorchester, MA 02122"
7,"42.294 -71.049","-71.049","42.294",54,78,79,1,25,1,25,"Boston - Richard J Murphy","1 Worrell Street, Dorchester, MA 02122"
7,"42.294 -71.115","-71.115","42.294",0,0,47,47,47,47,47,"Boston - Boston Teachers Union School","25 Walk Hill Street, Jamaica Plain, MA 02130"
7,"42.295 -71.091","-71.091","42.295",0,0,34,34,34,34,34,"Brooke Charter School Mattapan - Brooke Charter School Mattapan","150 American Legion Highway, Boston, MA 02124"
7,"42.296 -71.080","-71.080","42.296",26,26,27,1,1,1,1,"Boston - Sarah Greenwood","189 Glenway Street, Dorchester, MA 02121"
7,"42.301 -71.058","-71.058","42.301",80,49,84,35,4,35,4,"Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School","23 Leonard Street, Boston, MA 02122"
7,"42.307 -71.081","-71.081","42.307",145,83,62,-21,-83,21,83,"Boston - Jeremiah E Burke High","60 Washington Street, Dorchester, MA 02121"
7,"42.307 -71.113","-71.113","42.307",12,13,16,3,4,3,4,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
7,"42.308 -71.074","-71.074","42.308",238,220,184,-36,-54,36,54,"Boston - Lilla G. Frederick Middle School","270 Columbia Road, Dorchester, MA 02121"
7,"42.311 -71.063","-71.063","42.311",0,0,38,38,38,38,38,"Dorchester Collegiate Academy Charter - Dorchester Collegiate Academy Charter","131 HANCOCK ST, DORCHESTER, MA 02125"
7,"42.311 -71.076","-71.076","42.311",110,68,23,-45,-87,45,87,"Boston - Martin Luther King Jr Mid","77 Lawrence Ave., Dorchester, MA 02121"
7,"42.313 -71.098","-71.098","42.313",22,22,29,7,7,7,7,"Boston - Rafael Hernandez","61 School Street, Roxbury, MA 02119"
7,"42.316 -71.084","-71.084","42.316",276,304,271,-33,-5,33,5,"Boston - Boston Latin Academy","205 Townsend Street, Dorchester, MA 02121"
7,"42.317 -71.044","-71.044","42.317",252,180,199,19,-53,19,53,"Boston - John W McCormack","315 Mt Vernon Street, Dorchester, MA 02125"
7,"42.317 -71.081","-71.081","42.317",0,0,72,72,72,72,72,"KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School","384 Warren Street, Boston, MA 02119"
7,"42.318 -71.113","-71.113","42.318",221,81,85,4,-136,4,136,"Boston - Mary E Curley Middle","493 Centre St, Jamaica Plain, MA 02130"
7,"42.320 -71.086","-71.086","42.320",95,0,0,0,-95,0,95,"Boston - Lewis Middle School","131 Walnut Avenue, Roxbury, MA 02119"
7,"42.321 -71.060","-71.060","42.321",66,95,95,0,29,0,29,"Boston Collegiate Charter (District) - Boston Collegiate Charter School","11 Mayhew Street, Dorchester, MA 02125"
7,"42.321 -71.085","-71.085","42.321",0,66,28,-38,28,38,28,"Boston - Higginson/Lewis K-8","131 Walnut Avenue, Roxbury, MA 02119"
7,"42.327 -71.105","-71.105","42.327",65,89,235,146,170,146,170,"Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School","120 Fisher Avenue, Roxbury, MA 02120"
7,"42.330 -71.077","-71.077","42.330",107,87,81,-6,-26,6,26,"Boston - Orchard Gardens ","906 Albany Street, Roxbury, MA 02119"
7,"42.330 -71.091","-71.091","42.330",222,193,155,-38,-67,38,67,"Boston - James P Timilty Middle","205 Roxbury Street, Roxbury, MA 02119"
7,"42.331 -71.088","-71.088","42.331",132,85,149,64,17,64,17,"Boston - OBryant School Math/Science","55 Malcolm X Blvd, Roxbury, MA 02120"
7,"42.332 -71.030","-71.030","42.332",0,24,17,-7,17,7,17,"Boston - Oliver Hazard Perry","745 E. 7th Street, South Boston, MA 02127"
7,"42.333 -71.050","-71.050","42.333",185,143,140,-3,-45,3,45,"UP Academy Charter School of Boston - UP Academy Charter School of Boston","215 Dorchester Street, South Boston, MA 02127"
7,"42.333 -71.098","-71.098","42.333",27,38,23,-15,-4,15,4,"Boston - Maurice J Tobin","40 Smith St, Roxbury, MA 02120"
7,"42.337 -71.101","-71.101","42.337",417,369,406,37,-11,37,11,"Boston - Boston Latin","78 Avenue Louis Pasteur, Boston, MA 02115"
7,"42.339 -71.035","-71.035","42.339",39,0,0,0,-39,0,39,"Uphams Corner Charter - Uphams Corner Charter School","7 Elkins Street, Boston, MA 02127"
7,"42.339 -71.077","-71.077","42.339",0,12,18,6,18,6,18,"Boston - Joseph J Hurley","70 Worcester Street, Boston, MA 02118"
7,"42.340 -71.084","-71.084","42.340",0,0,1,1,1,1,1,"Boston - Carter Develop Day Care","396 Northampton Street, Boston, MA 02118"
7,"42.344 -71.073","-71.073","42.344",40,27,27,0,-13,0,13,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
7,"42.345 -71.160","-71.160","42.345",179,102,72,-30,-107,30,107,"Boston - Thomas A Edison Jr High","60 Glenmont Road, Brighton, MA 02135"
7,"42.348 -71.069","-71.069","42.348",80,80,68,-12,-12,12,12,"Boston - Quincy Upper School","152 Arlington Street, Boston, MA 02116"
7,"42.351 -71.137","-71.137","42.351",15,78,71,-7,56,7,56,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
7,"42.351 -71.161","-71.161","42.351",13,14,14,0,1,0,1,"Boston - Lyon K-8","50 Beechcroft Street, Brighton, MA 02135"
7,"42.352 -71.120","-71.120","42.352",0,73,84,11,84,11,84,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
7,"42.356 -71.069","-71.069","42.356",161,0,0,0,-161,0,161,"Boston - Grover Cleveland","11 Charles St, Boston, MA 02114"
7,"42.360 -71.133","-71.133","42.360",0,0,37,37,37,37,37,"Boston - Thomas Gardner","30 Athol Street, Allston, MA 02134"
7,"42.366 -71.053","-71.053","42.366",0,32,22,-10,22,10,22,"Boston - Eliot Elementary","16 Charter Street, Boston, MA 02113"
7,"42.378 -71.040","-71.040","42.378",214,157,136,-21,-78,21,78,"Boston - Mario Umana Middle School Academy","312 Border St, East Boston, MA 02128"
7,"42.378 -71.064","-71.064","42.378",0,48,21,-27,21,27,21,"Boston - Warren-Prescott","50 School Street, Charlestown, MA 02129"
7,"42.379 -71.066","-71.066","42.379",151,167,127,-40,-24,40,24,"Boston - Clarence R Edwards Middle","28 Walker Street, Charlestown, MA 02129"
7,"42.382 -71.016","-71.016","42.382",0,0,36,36,36,36,36,"Brooke Charter School East Boston - Brooke Charter School East Boston","94 Horace, East Boston, MA 02128"
7,"42.382 -71.018","-71.018","42.382",99,54,167,113,68,113,68,"Excel Academy Charter - Excel Academy Charter School","58 Moore Street, East Boston, MA 02128"
7,"42.390 -71.027","-71.027","42.390",31,54,57,3,26,3,26,"Boston - Donald Mckay","122 Cottage Street, East Boston, MA 02128"
8,"42.242 -71.123","-71.123","42.242",0,0,46,46,46,46,46,"Boston - Franklin D Roosevelt","95 Needham Road, Hyde Park, MA 02136"
8,"42.246 -71.131","-71.131","42.246",53,65,78,13,25,13,25,"Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School","1 Westinghouse Plaza, Hyde Park, MA 02136"
8,"42.250 -71.126","-71.126","42.250",78,0,0,0,-78,0,78,"Boston Renaissance Charter Public (District) - Boston Renaissance Charter  Public School","1415 Hyde Park Ave, Hyde Park, MA 02136"
8,"42.254 -71.123","-71.123","42.254",0,67,58,-9,58,9,58,"Boston Preparatory Charter Public - Boston Preparatory Charter Public School","1286 Hyde Park Avenue, Hyde Park, MA 02136"
8,"42.258 -71.122","-71.122","42.258",194,174,175,1,-19,1,19,"Boston - Wm B Rogers Middle","15 Everett Street, Hyde Park, MA 02136"
8,"42.261 -71.148","-71.148","42.261",0,0,98,98,98,98,98,"Boston - William H Ohrenberger","175 West  Boundary Road, West Roxbury, MA 02132"
8,"42.271 -71.163","-71.163","42.271",0,21,24,3,24,3,24,"Boston - Joyce Kilmer","35 Baker Street, West Roxbury, MA 02132"
8,"42.275 -71.091","-71.091","42.275",0,202,106,-96,106,96,106,"Boston - Mildred Avenue K-8","5 Mildred Avenue, Mattapan, MA 02126"
8,"42.276 -71.066","-71.066","42.276",0,0,12,12,12,12,12,"Conservatory Lab Charter - Conservatory Lab Charter School","2120 Dorchester Avenue, Dorchester, MA 02124"
8,"42.276 -71.090","-71.090","42.276",248,0,0,0,-248,0,248,"Boston - Mildred Avenue Middle School","5 Mildred Ave, Boston, MA 02126"
8,"42.280 -71.069","-71.069","42.280",183,0,0,0,-183,0,183,"Boston - Woodrow Wilson Middle","18 Croftland Ave, Dorchester, MA 02124"
8,"42.281 -71.069","-71.069","42.281",77,92,69,-23,-8,23,8,"Boston - Harbor School","18 Croftland Av  , Dorchester, MA 02124"
8,"42.281 -71.093","-71.093","42.281",158,115,53,-62,-105,62,105,"Boston - Solomon Lewenberg Middle","20 Outlook Rd, Mattapan, MA 02126"
8,"42.281 -71.121","-71.121","42.281",81,0,0,0,-81,0,81,"Frederick Douglass Charter - Frederick Douglass Charter School","190 Cummins Highway,Roslindale,MA,02131"
8,"42.281 -71.122","-71.122","42.281",0,28,35,7,35,7,35,"Edward Brooke Charter - Edward Brooke Charter School","190 Cummins Highway, Roslindale, MA 02131"
8,"42.282 -71.158","-71.158","42.282",40,30,32,2,-8,2,8,"Boston - Lyndon","20 Mt. Vernon Street, West Roxbury, MA 02132"
8,"42.283 -71.125","-71.125","42.283",243,206,136,-70,-107,70,107,"Boston - Washington Irving Middle","105 Cummins Highway, Roslindale, MA 02131"
8,"42.285 -71.075","-71.075","42.285",0,143,0,-143,0,143,0,"Boston - TechBoston Upper Academy","9 Peacevale Road, Dorchester, MA 02124"
8,"42.287 -71.076","-71.076","42.287",0,0,140,140,140,140,140,"Boston - TechBoston Academy","9 Peacevale Road, Dorchester, MA 02124"
8,"42.292 -71.080","-71.080","42.292",0,0,63,63,63,63,63,"Boston - Joseph Lee","155 Talbot Avenue, Dorchester, MA 02124"
8,"42.293 -71.053","-71.053","42.293",22,35,31,-4,9,4,9,"Neighborhood House Charter (District) - Neighborhood House Charter School","21 Queen Street, Dorchester, MA 02122"
8,"42.294 -71.049","-71.049","42.294",59,58,91,33,32,33,32,"Boston - Richard J Murphy","1 Worrell Street, Dorchester, MA 02122"
8,"42.294 -71.115","-71.115","42.294",0,0,56,56,56,56,56,"Boston - Boston Teachers Union School","25 Walk Hill Street, Jamaica Plain, MA 02130"
8,"42.295 -71.091","-71.091","42.295",0,0,24,24,24,24,24,"Brooke Charter School Mattapan - Brooke Charter School Mattapan","150 American Legion Highway, Boston, MA 02124"
8,"42.296 -71.080","-71.080","42.296",22,16,30,14,8,14,8,"Boston - Sarah Greenwood","189 Glenway Street, Dorchester, MA 02121"
8,"42.301 -71.058","-71.058","42.301",0,66,71,5,71,5,71,"Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School","23 Leonard Street, Boston, MA 02122"
8,"42.307 -71.081","-71.081","42.307",179,137,70,-67,-109,67,109,"Boston - Jeremiah E Burke High","60 Washington Street, Dorchester, MA 02121"
8,"42.307 -71.113","-71.113","42.307",10,14,21,7,11,7,11,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
8,"42.308 -71.074","-71.074","42.308",186,227,221,-6,35,6,35,"Boston - Lilla G. Frederick Middle School","270 Columbia Road, Dorchester, MA 02121"
8,"42.311 -71.063","-71.063","42.311",0,0,37,37,37,37,37,"Dorchester Collegiate Academy Charter - Dorchester Collegiate Academy Charter","131 HANCOCK ST, DORCHESTER, MA 02125"
8,"42.311 -71.076","-71.076","42.311",100,67,24,-43,-76,43,76,"Boston - Martin Luther King Jr Mid","77 Lawrence Ave., Dorchester, MA 02121"
8,"42.313 -71.098","-71.098","42.313",22,24,28,4,6,4,6,"Boston - Rafael Hernandez","61 School Street, Roxbury, MA 02119"
8,"42.316 -71.084","-71.084","42.316",289,275,278,3,-11,3,11,"Boston - Boston Latin Academy","205 Townsend Street, Dorchester, MA 02121"
8,"42.317 -71.044","-71.044","42.317",230,208,203,-5,-27,5,27,"Boston - John W McCormack","315 Mt Vernon Street, Dorchester, MA 02125"
8,"42.318 -71.113","-71.113","42.318",216,109,114,5,-102,5,102,"Boston - Mary E Curley Middle","493 Centre St, Jamaica Plain, MA 02130"
8,"42.320 -71.086","-71.086","42.320",86,0,0,0,-86,0,86,"Boston - Lewis Middle School","131 Walnut Avenue, Roxbury, MA 02119"
8,"42.321 -71.060","-71.060","42.321",44,62,94,32,50,32,50,"Boston Collegiate Charter (District) - Boston Collegiate Charter School","11 Mayhew Street, Dorchester, MA 02125"
8,"42.321 -71.085","-71.085","42.321",0,61,29,-32,29,32,29,"Boston - Higginson/Lewis K-8","131 Walnut Avenue, Roxbury, MA 02119"
8,"42.327 -71.105","-71.105","42.327",51,57,156,99,105,99,105,"Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School","120 Fisher Avenue, Roxbury, MA 02120"
8,"42.330 -71.077","-71.077","42.330",69,89,86,-3,17,3,17,"Boston - Orchard Gardens ","906 Albany Street, Roxbury, MA 02119"
8,"42.330 -71.091","-71.091","42.330",203,202,186,-16,-17,16,17,"Boston - James P Timilty Middle","205 Roxbury Street, Roxbury, MA 02119"
8,"42.331 -71.088","-71.088","42.331",155,118,143,25,-12,25,12,"Boston - OBryant School Math/Science","55 Malcolm X Blvd, Roxbury, MA 02120"
8,"42.332 -71.030","-71.030","42.332",0,27,32,5,32,5,32,"Boston - Oliver Hazard Perry","745 E. 7th Street, South Boston, MA 02127"
8,"42.333 -71.050","-71.050","42.333",222,182,171,-11,-51,11,51,"UP Academy Charter School of Boston - UP Academy Charter School of Boston","215 Dorchester Street, South Boston, MA 02127"
8,"42.333 -71.098","-71.098","42.333",25,31,26,-5,1,5,1,"Boston - Maurice J Tobin","40 Smith St, Roxbury, MA 02120"
8,"42.337 -71.101","-71.101","42.337",379,404,412,8,33,8,33,"Boston - Boston Latin","78 Avenue Louis Pasteur, Boston, MA 02115"
8,"42.339 -71.077","-71.077","42.339",0,0,13,13,13,13,13,"Boston - Joseph J Hurley","70 Worcester Street, Boston, MA 02118"
8,"42.340 -71.084","-71.084","42.340",0,5,5,0,5,0,5,"Boston - Carter Develop Day Care","396 Northampton Street, Boston, MA 02118"
8,"42.344 -71.073","-71.073","42.344",44,52,29,-23,-15,23,15,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
8,"42.345 -71.160","-71.160","42.345",215,116,116,0,-99,0,99,"Boston - Thomas A Edison Jr High","60 Glenmont Road, Brighton, MA 02135"
8,"42.348 -71.069","-71.069","42.348",73,62,72,10,-1,10,1,"Boston - Quincy Upper School","152 Arlington Street, Boston, MA 02116"
8,"42.351 -71.137","-71.137","42.351",11,71,77,6,66,6,66,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
8,"42.351 -71.161","-71.161","42.351",13,16,19,3,6,3,6,"Boston - Lyon K-8","50 Beechcroft Street, Brighton, MA 02135"
8,"42.352 -71.120","-71.120","42.352",0,0,87,87,87,87,87,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
8,"42.356 -71.069","-71.069","42.356",180,0,0,0,-180,0,180,"Boston - Grover Cleveland","11 Charles St, Boston, MA 02114"
8,"42.360 -71.133","-71.133","42.360",0,0,35,35,35,35,35,"Boston - Thomas Gardner","30 Athol Street, Allston, MA 02134"
8,"42.366 -71.053","-71.053","42.366",0,17,31,14,31,14,31,"Boston - Eliot Elementary","16 Charter Street, Boston, MA 02113"
8,"42.378 -71.040","-71.040","42.378",274,187,148,-39,-126,39,126,"Boston - Mario Umana Middle School Academy","312 Border St, East Boston, MA 02128"
8,"42.378 -71.064","-71.064","42.378",0,37,47,10,47,10,47,"Boston - Warren-Prescott","50 School Street, Charlestown, MA 02129"
8,"42.379 -71.066","-71.066","42.379",173,105,168,63,-5,63,5,"Boston - Clarence R Edwards Middle","28 Walker Street, Charlestown, MA 02129"
8,"42.382 -71.018","-71.018","42.382",0,50,102,52,102,52,102,"Excel Academy Charter - Excel Academy Charter School","58 Moore Street, East Boston, MA 02128"
8,"42.390 -71.027","-71.027","42.390",40,59,88,29,48,29,48,"Boston - Donald Mckay","122 Cottage Street, East Boston, MA 02128"
9,"42.246 -71.131","-71.131","42.246",50,49,52,3,2,3,2,"Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School","1 Westinghouse Plaza, Hyde Park, MA 02136"
9,"42.254 -71.123","-71.123","42.254",0,56,75,19,75,19,75,"Boston Preparatory Charter Public - Boston Preparatory Charter Public School","1286 Hyde Park Avenue, Hyde Park, MA 02136"
9,"42.262 -71.117","-71.117","42.262",642,455,327,-128,-315,128,315,"Boston - The Engineering School","655 Metropolitan Avenue, Hyde Park, MA 02136"
9,"42.281 -71.069","-71.069","42.281",0,0,71,71,71,71,71,"Boston - Harbor School","18 Croftland Av  , Dorchester, MA 02124"
9,"42.281 -71.080","-71.080","42.281",41,35,175,140,134,140,134,"Boston - Boston International  High School","100 Maxwell St, Dorchester, MA 02124"
9,"42.281 -71.121","-71.121","42.281",71,0,0,0,-71,0,71,"Frederick Douglass Charter - Frederick Douglass Charter School","190 Cummins Highway,Roslindale,MA,02131"
9,"42.282 -71.174","-71.174","42.282",517,393,277,-116,-240,116,240,"Boston - West Roxbury Academy","1205 V.F.W. Parkway, West Roxbury, MA 02132"
9,"42.285 -71.075","-71.075","42.285",280,94,0,-94,-280,94,280,"Boston - TechBoston Upper Academy","9 Peacevale Road, Dorchester, MA 02124"
9,"42.287 -71.076","-71.076","42.287",0,0,168,168,168,168,168,"Boston - TechBoston Academy","9 Peacevale Road, Dorchester, MA 02124"
9,"42.296 -71.072","-71.072","42.296",34,53,49,-4,15,4,15,"Codman Academy Charter Public (District) - Codman Academy Charter Public School","637 Washington Street, Dorchester, MA 02124"
9,"42.300 -71.061","-71.061","42.300",0,257,191,-66,191,66,191,"Boston - Dorchester Academy","11 Charles St, Dorchester, MA 02125"
9,"42.306 -71.108","-71.108","42.306",371,225,192,-33,-179,33,179,"Boston - The English High","144 McBride Street, Jamaica Plain, MA 02130"
9,"42.307 -71.081","-71.081","42.307",263,282,201,-81,-62,81,62,"Boston - Jeremiah E Burke High","60 Washington Street, Dorchester, MA 02121"
9,"42.307 -71.113","-71.113","42.307",0,0,84,84,84,84,84,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
9,"42.308 -71.103","-71.103","42.308",10,5,8,3,-2,3,2,"Boston - Community Academy","25 Glen Road, Jamaica Plain, MA 02130"
9,"42.314 -71.099","-71.099","42.314",15,7,7,0,-8,0,8,"Boston - Greater Egleston Community High School","80 School St, Roxbury, MA 02119"
9,"42.316 -71.084","-71.084","42.316",302,316,336,20,34,20,34,"Boston - Boston Latin Academy","205 Townsend Street, Dorchester, MA 02121"
9,"42.321 -71.060","-71.060","42.321",37,50,86,36,49,36,49,"Boston Collegiate Charter (District) - Boston Collegiate Charter School","11 Mayhew Street, Dorchester, MA 02125"
9,"42.323 -71.087","-71.087","42.323",174,130,109,-21,-65,21,65,"City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street","58 Circuit Street, Roxbury, MA 02119"
9,"42.327 -71.081","-71.081","42.327",80,42,79,37,-1,37,1,"Boston Day and Evening Academy Charter - Boston Day and Evening Academy Charter School","20 Kearsarge Ave, Roxbury, MA 02119"
9,"42.329 -71.086","-71.086","42.329",485,423,158,-265,-327,265,327,"Boston - Madison Park High","75 Malcolm X Blvd, Roxbury, MA 02120"
9,"42.331 -71.082","-71.082","42.331",0,0,137,137,137,137,137,"City on a Hill Charter Public School Dudley Square (District) - City on a Hill Charter Public School Dudley Square","2181 Washington Street, Roxbury , MA 02119"
9,"42.331 -71.088","-71.088","42.331",263,328,323,-5,60,5,60,"Boston - OBryant School Math/Science","55 Malcolm X Blvd, Roxbury, MA 02120"
9,"42.332 -71.044","-71.044","42.332",285,180,0,-180,-285,180,285,"Boston - Odyssey High School","95 G Street, South Boston, MA 02127"
9,"42.337 -71.101","-71.101","42.337",438,413,448,35,10,35,10,"Boston - Boston Latin","78 Avenue Louis Pasteur, Boston, MA 02115"
9,"42.340 -71.084","-71.084","42.340",2,1,3,2,1,2,1,"Boston - Carter Develop Day Care","396 Northampton Street, Boston, MA 02118"
9,"42.340 -71.094","-71.094","42.340",73,42,104,62,31,62,31,"Edward M. Kennedy Academy for Health Careers - Edward M. Kennedy Academy for Health Careers","360 Huntington Avenue, c/o 102 Cahners Hall, Boston, MA 02115"
9,"42.344 -71.073","-71.073","42.344",64,73,43,-30,-21,30,21,"Boston - William McKinley","90 Warren Avenue, Boston, MA 02116"
9,"42.346 -71.094","-71.094","42.346",175,192,183,-9,8,9,8,"Boston - Fenway High School","174 Ipswich Street, Boston, MA 02215"
9,"42.348 -71.068","-71.068","42.348",3,2,0,-2,-3,2,3,"Boston - Boston Adult Academy","20 Church St, Back Bay, MA 02116"
9,"42.348 -71.069","-71.069","42.348",56,65,45,-20,-11,20,11,"Boston - Quincy Upper School","152 Arlington Street, Boston, MA 02116"
9,"42.349 -71.145","-71.145","42.349",353,315,231,-84,-122,84,122,"Boston - Brighton High","25 Warren Street, Brighton, MA 02135"
9,"42.350 -71.077","-71.077","42.350",172,118,140,22,-32,22,32,"Boston - Snowden International School at Copley","150 Newbury Street, Boston, MA 02116"
9,"42.350 -71.145","-71.145","42.350",70,49,133,84,63,84,63,"Boston - Another Course To College","20 Warren Street, Brighton, MA 02135"
9,"42.351 -71.137","-71.137","42.351",4,6,6,0,2,0,2,"Boston - Horace Mann School for the Deaf","40 Armington  Street, Allston, MA 02134"
9,"42.352 -71.120","-71.120","42.352",96,72,91,19,-5,19,5,"Media and Technology Charter - Media and Technology Charter School","1001 Commonwealth Avenue, Boston, MA 02215"
9,"42.352 -71.160","-71.160","42.352",0,18,31,13,31,13,31,"Boston - Lyon Upper 9-12","95 Beechcroft Street, Brighton, MA 02135"
9,"42.380 -71.034","-71.034","42.380",444,386,464,78,20,78,20,"Boston - East Boston High","86 White Street, East Boston, MA 02128"
9,"42.380 -71.060","-71.060","42.380",379,224,277,53,-102,53,102,"Boston - Charlestown High","240 Medford Street, Charlestown, MA 02129"
10,"42.246 -71.131","-71.131","42.246",30,49,56,7,26,7,26,"Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School","1 Westinghouse Plaza, Hyde Park, MA 02136"
10,"42.254 -71.123","-71.123","42.254",0,27,53,26,53,26,53,"Boston Preparatory Charter Public - Boston Preparatory Charter Public School","1286 Hyde Park Avenue, Hyde Park, MA 02136"
10,"42.262 -71.117","-71.117","42.262",505,438,327,-111,-178,111,178,"Boston - The Engineering School","655 Metropolitan Avenue, Hyde Park, MA 02136"
10,"42.281 -71.069","-71.069","42.281",0,0,22,22,22,22,22,"Boston - Harbor School","18 Croftland Av  , Dorchester, MA 02124"
10,"42.281 -71.080","-71.080","42.281",61,56,82,26,21,26,21,"Boston - Boston International  High School","100 Maxwell St, Dorchester, MA 02124"
10,"42.281 -71.121","-71.121","42.281",54,0,0,0,-54,0,54,"Frederick Douglass Charter - Frederick Douglass Charter School","190 Cummins Highway,Roslindale,MA,02131"
10,"42.282 -71.174","-71.174","42.282",314,314,244,-70,-70,70,70,"Boston - West Roxbury Academy","1205 V.F.W. Parkway, West Roxbury, MA 02132"
10,"42.285 -71.075","-71.075","42.285",220,120,0,-120,-220,120,220,"Boston - TechBoston Upper Academy","9 Peacevale Road, Dorchester, MA 02124"
10,"42.287 -71.076","-71.076","42.287",0,0,153,153,153,153,153,"Boston - TechBoston Academy","9 Peacevale Road, Dorchester, MA 02124"
10,"42.296 -71.072","-71.072","42.296",30,27,40,13,10,13,10,"Codman Academy Charter Public (District) - Codman Academy Charter Public School","637 Washington Street, Dorchester, MA 02124"
10,"42.300 -71.061","-71.061","42.300",0,175,170,-5,170,5,170,"Boston - Dorchester Academy","11 Charles St, Dorchester, MA 02125"
10,"42.306 -71.108","-71.108","42.306",320,213,111,-102,-209,102,209,"Boston - The English High","144 McBride Street, Jamaica Plain, MA 02130"
10,"42.307 -71.081","-71.081","42.307",198,180,126,-54,-72,54,72,"Boston - Jeremiah E Burke High","60 Washington Street, Dorchester, MA 02121"
10,"42.307 -71.113","-71.113","42.307",0,0,72,72,72,72,72,"Boston - Margarita Muniz Academy","20 Child Street, Boston, MA 02130"
10,"42.308 -71.103","-71.103","42.308",8,16,14,-2,6,2,6,"Boston - Community Academy","25 Glen Road, Jamaica Plain, MA 02130"
10,"42.314 -71.099","-71.099","42.314",10,18,42,24,32,24,32,"Boston - Greater Egleston Community High School","80 School St, Roxbury, MA 02119"
10,"42.316 -71.084","-71.084","42.316",247,313,297,-16,50,16,50,"Boston - Boston Latin Academy","205 Townsend Street, Dorchester, MA 02121"
10,"42.321 -71.060","-71.060","42.321",22,46,83,37,61,37,61,"Boston Collegiate Charter (District) - Boston Collegiate Charter School","11 Mayhew Street, Dorchester, MA 02125"
10,"42.323 -71.087","-71.087","42.323",87,61,75,14,-12,14,12,"City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street","58 Circuit Street, Roxbury, MA 02119"
10,"42.327 -71.081","-71.081","42.327",17,58,33,-25,16,25,16,"Boston Day and Evening Academy Charter - Boston Day and Evening Academy Charter School","20 Kearsarge Ave, Roxbury, MA 02119"
10,"42.329 -71.086","-71.086","42.329",437,378,277,-101,-160,101,160,"Boston - Madison Park High","75 Malcolm X Blvd, Roxbury, MA 02120"
10,"42.331 -71.082","-71.082","42.331",0,0,55,55,55,55,55,"City on a Hill Charter Public School Dudley Square (District) - City on a Hill Charter Public School Dudley Square","2181 Washington Street, Roxbury , MA 02119"
10,"42.331 -71.088","-71.088","42.331",265,235,298,63,33,63,33,"Boston - OBryant School Math/Science","55 Malcolm X Blvd, Roxbury, MA 02120"
10,"42.332 -71.044","-71.044","42.332",186,176,0,-176,-186,176,186,"Boston - Odyssey High School","95 G Street, South Boston, MA 02127"
10,"42.337 -71.101","-71.101","42.337",421,423,395,-28,-26,28,26,"Boston - Boston Latin","78 Avenue Louis Pasteur, Boston, MA 02115"
